Rama,Rank ,Nombre ,Citas ,h-index ,Perfil,Grupo
Ciencias Biológicas  ,1, REGINO ZAMORA RODRIGUEZ,6588,44,http://scholar.google.com/citations?user=zsEqa94AAAAJ&hl=es,RNM220
Ciencias Biológicas  ,2, JORGE CASTRO GUTIERREZ,4269,27,http://scholar.google.es/citations?user=d5SEfi0AAAAJ&hl=es,RNM918
Ciencias Biológicas  ,3, JOSE L. OLIVER JIMENEZ,4163,27,http://scholar.google.es/citations?user=b-W6XPMAAAAJ&hl=es,BIO162
Ciencias Biológicas  ,4, JOSE ANTONIO HODAR CORREA,3515,31,https://scholar.google.es/citations?user=yRmV3mwAAAAJ&hl=es,RNM220
Ciencias Biológicas  ,5, JUAN PEDRO MARTINEZ CAMACHO,3413,30,http://scholar.google.es/citations?user=ogjZENgAAAAJ&hl=es,BIO165
Ciencias Biológicas  ,6, JUAN GABRIEL MARTINEZ SUAREZ,2430,27,http://scholar.google.es/citations?user=3K4FdCoAAAAJ&hl=es,RNM339
Ciencias Biológicas  ,7, JAVIER ALBA TERCEDOR,2331,23,https://scholar.google.es/citations?user=wJ04oP8AAAAJ&hl=es,RNM102
Ciencias Biológicas  ,8, JUAN MANUEL PLEGUEZUELOS GOMEZ,1961,21,http://scholar.google.es/citations?user=7RpXDWsAAAAJ&hl=es,RNM254
Ciencias Biológicas  ,9, JOSE ANTONIO LUPIAÑEZ CARA,1854,24,http://scholar.google.es/citations?user=euAKVnMAAAAJ&hl=es,BIO157
Ciencias Biológicas  ,10, MANUEL ANGEL GARRIDO RAMOS,1457,26,http://scholar.google.es/citations?user=lKgwQoUAAAAJ&hl=es,BIO109
Ciencias Biológicas  ,11, FRANCISCO PERFECTTI ALVAREZ,1287,22,http://scholar.google.com/citations?user=ZYKvJQcAAAAJ&hl=es,BIO165
Ciencias Biológicas  ,12, CARMEN ZAMORA MUÑOZ,1244,20,http://scholar.google.es/citations?user=wk2Py8gAAAAJ&hl=es,RNM102
Ciencias Biológicas  ,13, RAFAEL NAVAJAS PEREZ,1009,14,http://scholar.google.es/citations?user=q-LsHfYAAAAJ&hl=es,BIO200
Ciencias Biológicas  ,14, PALOMA CARIÑANOS GONZALEZ,907,17,http://scholar.google.es/citations?user=zVd0WzoAAAAJ&hl=es,RNM130
Ciencias Biológicas  ,15, MICHAEL HACKENBERG,901,13,http://scholar.google.es/citations?user=qtXYrNUAAAAJ&hl=es,BIO162
Ciencias Biológicas  ,16, TOMAS PEREZ CONTRERAS,803,15,http://scholar.google.es/citations?user=nJO8Vh8AAAAJ&hl=es,RNM339
Ciencias Biológicas  ,17, FRANCISCO DAVID MARTIN OLIVA,776,13,https://scholar.google.es/citations?user=nc-zs00AAAAJ&hl=es,BIO178
Ciencias Biológicas  ,18, FRANCISCA ALBA SANCHEZ,652,14,http://scholar.google.es/citations?user=6t0ivcUAAAAJ&hl=es,RNM110
Ciencias Biológicas  ,19, FRANCISCO ABADIA MOLINA,591,8,https://scholar.google.es/citations?user=vIqAoKsAAAAJ&hl=es,BIO255
Ciencias Biológicas  ,20, DOMINGO ALCARAZ SEGURA,503,12,http://scholar.google.com/citations?user=2nE7TNgAAAAJ&hl=es,RNM174
Ciencias Biológicas  ,21, MANUEL CASARES PORCEL,479,10,http://scholar.google.es/citations?user=bp4FIpIAAAAJ&hl=es,RNM170
Ciencias Biológicas  ,22, JUAN LORITE MORENO,356,10,http://scholar.google.es/citations?user=HQTxWuwAAAAJ&hl=es,RNM207
Ciencias Biológicas  ,23, AMALIA PEREZ JIMENEZ,350,9,http://scholar.google.es/citations?user=Hjjmt-4AAAAJ&hl=es,RNM156
Ciencias Biológicas  ,24, MOHAMMED BAKKALI,343,11,http://scholar.google.es/citations?user=_zkp8oAAAAJ&hl=es,BIO165
Ciencias Biológicas  ,25, MOHAMED ABDELAZIZ MOHAMED,293,8,http://scholar.google.com/citations?user=AODr43MAAAAJ&hl=es,BIO165
Ciencias Biológicas  ,26, JOSE ANGEL TRAVERSO GUTIERREZ,275,8,http://scholar.google.es/citations?user=IIlnvvYAAAAJ&hl=es,SINGRUPO
Ciencias Biológicas  ,27, EVA ENCARNACION RUFINO PALOMARES,183,5,http://scholar.google.es/citations?user=h1VV-KAAAAAJ&hl=es,BIO157
Ciencias Biológicas  ,28, GUILLERMO BARTUREN BRIÑAS,85,5,http://scholar.google.es/citations?user=SqhugoAAAAJ&hl=es,BIO162
Ciencias Biológicas  ,29, EVA MARIA CAÑADAS SANCHEZ,72,7,http://scholar.google.es/citations?user=m7qWNqsAAAAJ&hl=es,RNM207
Ciencias Biológicas  ,30, FRANCISCO JESUS RUIZ-RUANO CAMPAÑA,32,3,http://scholar.google.es/citations?user=pO0HK8AAAAJ&hl=es,BIO165
Ciencias Biológicas  ,30, MIGUEL BALLESTEROS JIMENEZ,32,4,http://scholar.google.es/citations?user=1tIAhHEAAAAJ&hl=es,RNM207
Ciencias Biológicas  ,32, VIRGINIA SALAVERT ANDRES,26,3,http://scholar.google.es/citations?user=sCdMdjMAAAAJ&hl=es,RNM102
Ciencias Biológicas  ,33, ANA MELLADO GARCIA,2,1,https://scholar.google.es/citations?user=X2iWaz8AAAAJ&hl=es,RNM220
Ciencias Biológicas  ,33, BEATRIZ MARIA NAVARRO DOMINGUEZ,2,1,http://scholar.google.es/citations?user=afiir0AAAAJ&hl=es,BIO165
Ciencias Exactas y Naturales  ,1, SERGIO NAVAS CONCHA,62761,61,http://scholar.google.es/citations?user=MLCUktcAAAAJ&hl=es,FQM330
Ciencias Exactas y Naturales  ,2, JUAN ANTONIO AGUILAR SAAVEDRA,34393,88,http://scholar.google.es/citations?user=J3KkU5EAAAAJ&hl=es&oi=sra,FQM101
Ciencias Exactas y Naturales  ,3, ROBERTO PITTAU,11271,42,http://scholar.google.es/citations?user=cQp1BYYAAAAJ&hl=es,FQM101
Ciencias Exactas y Naturales  ,4, EDUARDO BATTANER LOPEZ,9863,38,http://scholar.google.es/citations?user=jCT0G40AAAAJ&hl=es,FQM108
Ciencias Exactas y Naturales  ,5, CARLOS MORENO CASTILLA,9197,48,http://scholar.google.es/citations?user=ynEpCS4AAAAJ&hl=es,RNM172
Ciencias Exactas y Naturales  ,6, ANDREW STEPHEN KOWALSKI,9161,28,http://scholar.google.com/citations?user=UfSFNCsAAAAJ&hl=es,RNM119
Ciencias Exactas y Naturales  ,7, JOSE RIVERA UTRILLA,7100,44,http://scholar.google.com/citations?user=TPyqlgYAAAAJ&hl=es,RNM172
Ciencias Exactas y Naturales  ,8, JUAN DE DIOS LUNA DEL CASTILLO,6367,42,http://scholar.google.com/citations?user=AxUQXXcAAAAJ&hl=es,FQM235
Ciencias Exactas y Naturales  ,9, FRANCISCO DEL AGUILA GIMENEZ,6363,47,http://scholar.google.es/citations?user=JRT0TsMAAAAJ&hl=es,FQM101
Ciencias Exactas y Naturales  ,10, ALBERTO FERNANDEZ GUTIERREZ,6066,38,http://scholar.google.es/citations?user=6cm8HLEAAAAJ&hl=es,FQM297
Ciencias Exactas y Naturales  ,11, ANTONIO SEGURA CARRETERO,5962,38,http://scholar.google.com/citations?user=gip_sxsAAAAJ&hl=es,AGR274
Ciencias Exactas y Naturales  ,12, JOSE MANUEL SANCHEZ RUIZ,5346,39,https://scholar.google.es/citations?user=L9m2zcMAAAAJ&hl,BIO223
Ciencias Exactas y Naturales  ,13, ROQUE HIDALGO ALVAREZ,5026,37,http://scholar.google.es/citations?user=xf9mSAEAAAAJ&hl=es,FQM115
Ciencias Exactas y Naturales  ,14, ANGEL VICENTE DELGADO MORA,4729,34,http://scholar.google.com/citations?user=8BlXpUcAAAAJ&hl=es,FQM144
Ciencias Exactas y Naturales  ,15, ENRIQUE RUIZ ARRIOLA,4691,37,http://scholar.google.es/citations?user=Yxfx7A8AAAAJ&hl=es,FQM225
Ciencias Exactas y Naturales  ,16, JOSE LUIS VILCHEZ QUERO,4502,39,http://scholar.google.es/citations?user=9Q_GfdMAAAAJ&hl=es,FQM338
Ciencias Exactas y Naturales  ,17, MIGUEL ANGEL MUÑOZ MARTINEZ,4128,32,http://scholar.google.es/citations?user=IwZEKqoAAAAJ&hl=es,FQM165
Ciencias Exactas y Naturales  ,18, JOAQUIN MARRO BORAU,4025,25,http://scholar.google.es/citations?user=3R5GejMAAAAJ&hl=es,FQM165
Ciencias Exactas y Naturales  ,19, FRANCISCO CARRASCO MARIN,3948,31,http://scholar.google.es/citations?user=Xg6POw4AAAAJ&hl=es,RNM172
Ciencias Exactas y Naturales  ,20, FRANCISCO GONZALEZ LODEIRO,3931,33,http://scholar.google.es/citations?user=oszweAYAAAAJ&hl=es,RNM148
Ciencias Exactas y Naturales  ,21, FERNANDO BEA BARREDO,3892,34,http://scholar.google.es/citations?user=xipVmwYAAAAJ&hl=es,RNM302
Ciencias Exactas y Naturales  ,22, IONA CODRINA MARIS,3859,22,https://scholar.google.es/citations?user=ezhMvRQAAAAJ&hl=es,SINGRUPO
Ciencias Exactas y Naturales  ,23, LUCAS ALADOS ARBOLEDAS,3725,33,http://scholar.google.es/citations?user=CMmEjJYAAAAJ&hl=es,RNM119
Ciencias Exactas y Naturales  ,24, LUIS FERMIN CAPITAN VALLVEY,3674,29,http://scholar.google.es/citations?user=hNeZ940AAAAJ&hl=es,FQM118
Ciencias Exactas y Naturales  ,25, JESUS SANCHEZ-DEHESA MORENO-CID,3588,31,http://scholar.google.es/citations?user=IM07PTcAAAAJ&hl=es,FQM207
Ciencias Exactas y Naturales  ,26, MANUEL PEREZ-VICTORIA MORENO DE BARREDA,3578,27,http://scholar.google.es/citations?user=M8I-oUY3DiMC&hl=es,FQM101
Ciencias Exactas y Naturales  ,27, JUAN MANUEL SALAS PEREGRIN,3548,29,https://scholar.google.es/citations?user=sJ5VhtwAAAAJ&hl=es,FQM195
Ciencias Exactas y Naturales  ,28, LORENZO LUIS SALCEDO MORENO,3253,29,http://scholar.google.es/citations?user=OxnSwKkAAAAJ&hl=es,FQM225
Ciencias Exactas y Naturales  ,29, JOSE SANTIAGO PEREZ,3194,31,http://scholar.google.es/citations?user=RzyLr5AAAAAJ&hl=es,FQM101
Ciencias Exactas y Naturales  ,30, FERNANDO GONZALEZ CABALLERO,2961,27,http://scholar.google.es/citations?user=mAaQe8MAAAAJ&hl=es,FQM144
Ciencias Exactas y Naturales  ,31, FRANCISCO JOSE MALDONADO HODAR,2828,28,http://scholar.google.es/citations?user=arCuH5gAAAAJ&hl=es,RNM172
Ciencias Exactas y Naturales  ,32, ALBERTO NAVALON MONTON,2669,31,http://scholar.google.es/citations?user=hVFuzm8AAAAJ&hl=es,FQM338
Ciencias Exactas y Naturales  ,33, CARLOS JESUS GARRIDO MARIN,2382,29,https://scholar.google.es/citations?user=OTiGbr1Od1oC&hl=en,RNM131
Ciencias Exactas y Naturales  ,34, JESUS GALINDO ZALDIVAR,2353,26,http://scholar.google.es/citations?user=lK-eomsAAAAJ&hl=es,RNM148
Ciencias Exactas y Naturales  ,35, JAVIER LOPEZ ALBACETE,2352,20,http://scholar.google.es/citations?user=zvTRzc0AAAAJ&hl=es,FQM101
Ciencias Exactas y Naturales  ,36, MARIA CARMEN GARCIA RECIO,2320,23,http://scholar.google.es/citations?user=MFoelVMAAAAJ&hl=es,FQM225
Ciencias Exactas y Naturales  ,37, FRANCISCO JOSE OLMO REYES,2299,27,http://scholar.google.es/citations?user=OTYgOsEAAAAJ&hl=es,RNM119
Ciencias Exactas y Naturales  ,38, FRANCISCO SANTOYO GONZALEZ,2289,28,http://scholar.google.es/citations?user=vkmQKLEAAAAJ&hl=es,FQM208
Ciencias Exactas y Naturales  ,39, JORGE ANDRES RODRIGUEZ NAVARRO,2287,29,https://scholar.google.es/citations?user=I-CsQZkAAAAJ&hl=es,FQM195
Ciencias Exactas y Naturales  ,40, MARIA ELVIRA GAMIZ SÁNCHEZ,2276,26,http://scholar.google.es/citations?user=LLMVc5cAAAAJ&hl=es,FQM101
Ciencias Exactas y Naturales  ,41, MIGUEL SANCHEZ CAJA,2228,24,http://scholar.google.es/citations?user=3TrRMLkAAAAJ&hl=es,FQM324
Ciencias Exactas y Naturales  ,42, MIGUEL ANGEL CABRERIZO VILCHEZ,2112,26,http://scholar.google.es/citations?user=lc0Vmf4AAAAJ&hl=es,FQM115
Ciencias Exactas y Naturales  ,43, ALEGRIA CARRASCO PANCORBO,2092,27,https://scholar.google.es/citations?user=LzVFAX8AAAAJ&hl=es,FQM297
Ciencias Exactas y Naturales  ,44, JOSE ENRIQUE AMARO SORIANO,2090,27,http://scholar.google.es/citations?user=-Jur2ekAAAAJ&hl=es,FQM225
Ciencias Exactas y Naturales  ,45, MARIA MAGDALENA RODRIGUEZ PEREZ,2030,15,https://scholar.google.es/citations?user=3nVlCu8AAAAJ&hl=es,FQM235
Ciencias Exactas y Naturales  ,46, PEDRO JOSE TORRES VILLARROYA,1971,23,http://scholar.google.es/citations?user=h5grY3MAAAAJ&hl=es,FQM183
Ciencias Exactas y Naturales  ,47, MAR BASTERO GIL,1937,27,https://scholar.google.es/citations?user=lxrGdacAAAAJ&hl=es,FQM101
Ciencias Exactas y Naturales  ,48, JUAN MANUEL CUERVA CARVAJAL,1935,25,http://scholar.google.es/citations?user=XVgEFtEAAAAJ&hl=es,FQM340
Ciencias Exactas y Naturales  ,49, JOSE MIGUEL AZAÑON HERNANDEZ,1909,22,http://scholar.google.es/citations?user=4jvVDzUAAAAJ&hl=es,RNM148
Ciencias Exactas y Naturales  ,50, JOSE MORALES SOTO,1860,26,https://scholar.google.es/citations?user=pdXwArkAAAAJ&hl=es,RNM104
Ciencias Exactas y Naturales  ,51, NIKOLAY BOJKOV VASSILEV,1838,27,http://scholar.google.es/citations?user=DUBtVV8AAAAJ&hl=es,AGR269
Ciencias Exactas y Naturales  ,52, JUAN DE VICENTE ALVAREZ-MANZANEDA,1786,24,http://scholar.google.es/citations?user=AxCRCSIAAAAJ&hl=es,FQM115
Ciencias Exactas y Naturales  ,53, FRANCISCA MARTINEZ RUIZ,1718,23,http://scholar.google.es/citations?user=qxbsrgIAAAAJ&hl=es,RNM179
Ciencias Exactas y Naturales  ,54, ANGEL RODRIGUEZ PALACIOS,1694,23,http://scholar.google.es/citations?user=QWUcVTQAAAAJ&hl=es,FQM199
Ciencias Exactas y Naturales  ,54, MANUEL MASIP MELLADO,1694,21,http://scholar.google.es/citations?user=jsNwlPAAAAAJ&hl=es,FQM101
Ciencias Exactas y Naturales  ,56, SEBASTIAN MONTIEL GOMEZ,1611,23,https://scholar.google.es/citations?user=Vof12eIAAAAJ&hl=es,FQM325
Ciencias Exactas y Naturales  ,57, JESUS MIGUEL IBAÑEZ GODOY,1605,24,http://scholar.google.es/citations?user=vH37E5MAAAAJ&hl=es,RNM104
Ciencias Exactas y Naturales  ,58, ALI HAIDOUR BENAMIN,1601,20,https://scholar.google.es/citations?user=8Q089_UAAAAJ&hl=es,FQM348
Ciencias Exactas y Naturales  ,59, JOSE CARLOS ROSALES GONZALEZ,1523,21,https://scholar.google.es/citations?user=GDAKv2gAAAAJ&hl=es,FQM343
Ciencias Exactas y Naturales  ,60, ANTONIO AZOR PEREZ,1508,22,https://scholar.google.es/citations?user=AaJalAkAAAAJ&hl=es,RNM148
Ciencias Exactas y Naturales  ,61, MARIA JESUS ESTEBAN PARRA,1492,18,http://scholar.google.es/citations?user=cqbcCpsAAAAJ&hl=es,RNM119
Ciencias Exactas y Naturales  ,62, FERNANDO HERNANDEZ MATEO,1467,20,http://scholar.google.es/citations?user=mUee5PoAAAAJ&hl=es,FQM208
Ciencias Exactas y Naturales  ,63, BEATRIZ IBARRA MOLERO,1429,18,https://scholar.google.es/citations?user=7Jt_SQgAAAAJ&hl=es,BIO223
Ciencias Exactas y Naturales  ,64, IRENE LUQUE FERNANDEZ,1428,16,http://scholar.google.es/citations?user=lKiCShQAAAAJ&hl=es,FQM171
Ciencias Exactas y Naturales  ,65, ALFONSO ROMERO SARABIA,1407,19,http://scholar.google.es/citations?user=dAn8SlAAAAAJ&hl=es,FQM324
Ciencias Exactas y Naturales  ,66, ISABEL RECHE CAÑABATE,1314,21,http://scholar.google.es/citations?user=mEfmVgMAAAAJ&hl=es,RNM125
Ciencias Exactas y Naturales  ,67, ANTONIO GARCIA CASCO,1300,20,https://scholar.google.es/citations?user=4k2VN5UAAAAJ&hl=es,RNM302
Ciencias Exactas y Naturales  ,68, PEDRO ABELARDO GARCIA SANCHEZ,1294,18,http://scholar.google.es/citations?user=gvq9UmMAAAAJ&hl=es,FQM343
Ciencias Exactas y Naturales  ,69, ALBERTO ZAFRA GOMEZ,1285,21,https://scholar.google.es/citations?user=t8mDcBoAAAAJ&hl=es,FQM338
Ciencias Exactas y Naturales  ,70, AGUSTIN FRANCISCO PEREZ CADENAS,1234,20,http://scholar.google.es/citations?user=x4cwF2UAAAAJ&hl=es,RNM172
Ciencias Exactas y Naturales  ,71, FERNANDO NIETO GARCIA,1223,20,http://scholar.google.es/citations?user=8Wt87iYAAAAJ&hl=es,RNM179
Ciencias Exactas y Naturales  ,72, DAVID ARRAEZ ROMAN,1180,20,http://scholar.google.es/citations?user=8zT2PpgAAAAJ&hl=es,FQM297
Ciencias Exactas y Naturales  ,73, JOSE IGNACIO ILLANA CALERO,1157,18,http://scholar.google.es/citations?user=8w-XLlgAAAAJ&hl=es,FQM101
Ciencias Exactas y Naturales  ,74, JOSE RAFAEL JUSTICIA LADRON DE GUEVARA,1149,18,http://scholar.google.es/citations?user=ZdhrpfkAAAAJ&hl=es,FQM367
Ciencias Exactas y Naturales  ,75, JORGE JIMENEZ VICENTE,1123,15,http://scholar.google.es/citations?user=NRMLZksAAAAJ&hl=es,FQM108
Ciencias Exactas y Naturales  ,76, PRESENTACION CARRILLO LECHUGA,1116,18,https://scholar.google.es/citations?user=O41MpkwAAAAJ&hl=es,RNM367
Ciencias Exactas y Naturales  ,77, CARLOTA ESCUTIA DOTTI,1098,18,http://scholar.google.es/citations?user=OOlHGx0AAAAJ&hl=es,RNM215
Ciencias Exactas y Naturales  ,78, JOSE SANDOVAL GABARRON,1092,18,http://scholar.google.es/citations?user=iBue0_AAAAAJ&hl=es,RNM373
Ciencias Exactas y Naturales  ,79, ALBERTO MARTIN MOLINA,1091,21,http://scholar.google.es/citations?user=ihuRDogAAAAJ&hl=es,FQM115
Ciencias Exactas y Naturales  ,80, JOAQUIN PEREZ MUÑOZ,1037,18,http://scholar.google.es/citations?user=GK5bCXQAAAAJ&hl=es,FQM325
Ciencias Exactas y Naturales  ,81, JOSE CALLEJAS FERNANDEZ,1035,19,http://scholar.google.es/citations?user=4BSS9QkAAAAJ&hl=es,FQM115
Ciencias Exactas y Naturales  ,82, ELVIRA ROMERA GUTIERREZ,1010,18,http://scholar.google.es/citations?user=1FHs60gAAAAJ&hl=es,FQM165
Ciencias Exactas y Naturales  ,83, MODESTO TORCUATO LOPEZ LOPEZ,976,19,http://scholar.google.es/citations?user=GDj5MWgAAAAJ&hl=es,FQM144
Ciencias Exactas y Naturales  ,84, DAVID RUIZ AGUILAR,972,15,https://scholar.google.es/citations?user=z_YfdCkAAAAJ&hl=es,FQM116
Ciencias Exactas y Naturales  ,85, JOAQUIN JAVIER TORRES AGUDO,968,17,http://scholar.google.es/citations?user=nGRtncsAAAAJ&hl=es,FQM165
Ciencias Exactas y Naturales  ,86, DUANE CHOQUESILLO LAZARTE,967,17,http://scholar.google.es/citations?user=gWHNCv0AAAAJ&hl=es,FQM283
Ciencias Exactas y Naturales  ,87, JOSE GOMEZ TORRECILLAS,956,17,http://scholar.google.es/citations?user=JLAmmfcAAAAJ&hl=es,FQM379
Ciencias Exactas y Naturales  ,88, MIGUEL ORTEGA HUERTAS,955,19,http://scholar.google.es/citations?user=tj9mSV0AAAAJ&hl=es,RNM179
Ciencias Exactas y Naturales  ,89, JAVIER HERNANDEZ ANDRES,949,16,http://scholar.google.es/citations?user=JHypwOEAAAAJ&hl=es,FQM151
Ciencias Exactas y Naturales  ,90, HASSAN LYAMANI,940,16,http://scholar.google.es/citations?user=YqzFgjoAAAAJ&hl=es,RNM119
Ciencias Exactas y Naturales  ,91, LUIS JOSE CRUZ PIZARRO,927,16,https://scholar.google.es/citations?user=-PG7YLEAAAAJ&hl=es,RNM125
Ciencias Exactas y Naturales  ,92, JORGE FERNANDO FERNANDEZ SANCHEZ,921,19,http://scholar.google.es/citations?user=EKpXPZEAAAAJ&hl=es,FQM297
Ciencias Exactas y Naturales  ,93, ANA MARIA AGUILERA DEL PINO,918,16,http://scholar.google.es/citations?user=OQR5iZkAAAAJ&hl=es,FQM307
Ciencias Exactas y Naturales  ,94, SALVADOR GONZALEZ GARCIA,915,17,http://scholar.google.es/citations?user=rnpbTm0AAAAJ&hl=es,TIC131
Ciencias Exactas y Naturales  ,95, MARIA JOSE RUEDAS RAMA,888,19,https://scholar.google.es/citations?user=vhLmU4EAAAAJ&hl=es,FQM247
Ciencias Exactas y Naturales  ,96, JULIA MALDONADO VALDERRAMA,883,16,http://scholar.google.es/citations?user=GB4gdxEAAAAJ&hl=es,FQM115
Ciencias Exactas y Naturales  ,97, PABLO IGNACIO HURTADO FERNANDEZ,836,13,http://scholar.google.es/citations?user=9vYs8AIAAAAJ&hl=es,FQM165
Ciencias Exactas y Naturales  ,98, FRANCISCO JAVIER ALMENDROS GONZALEZ,810,16,http://scholar.google.es/citations?user=RoSPOlgAAAAJ&hl=es,RNM104
Ciencias Exactas y Naturales  ,99, TERESA ENCARNACION PEREZ FERNANDEZ,757,17,https://scholar.google.es/citations?user=s5b6aVIAAAAJ&hl=es,SINGRUPO
Ciencias Exactas y Naturales  ,100, GREGORIO MORENO RUEDA,744,16,http://scholar.google.es/citations?user=mHSB4TgAAAAJ&hl=es,RNM299
Ciencias Exactas y Naturales  ,101, ANTONIO MARTIN ANDRES,738,13,http://scholar.google.es/citations?user=UdWXM3wAAAAJ&hl=es,FQM235
Ciencias Exactas y Naturales  ,102, JOSE FRANCISCO MOLINA PALMA,723,14,http://scholar.google.es/citations?user=Cl4OTgEAAAAJ&hl=es,RNM302
Ciencias Exactas y Naturales  ,103, MARTA ANGUIANO MILLAN,710,15,http://scholar.google.es/citations?user=0ko0-54AAAAJ&hl=es,FQM220
Ciencias Exactas y Naturales  ,104, MIGUEL MARTIN SUAREZ,705,15,http://scholar.google.es/citations?user=bvWra9UAAAAJ&hl=es,FQM185
Ciencias Exactas y Naturales  ,105, FRANCISCO JOSE LOPEZ FERNANDEZ,691,13,https://scholar.google.es/citations?user=UxYPOT8AAAAJ&hl=es,FQM325
Ciencias Exactas y Naturales  ,106, MARIA ROSARIO GONZALEZ FEREZ,684,17,http://scholar.google.es/citations?user=oF5HjkUAAAAJ&hl=es,FQM207
Ciencias Exactas y Naturales  ,107, OLGA VALENZUELA CANSINO,682,13,https://scholar.google.es/citations?user=89nmILEAAAAJ&hl=es,FQM359
Ciencias Exactas y Naturales  ,108, RAFAEL HUERTAS ROA,670,12,https://scholar.google.es/citations?user=tyJqxDEAAAAJ&hl=es,FQM151
Ciencias Exactas y Naturales  ,109, ANTONIO MARTINEZ CEGARRA,632,15,http://scholar.google.es/citations?user=u0Jndn8AAAAJ&hl=es,FQM168
Ciencias Exactas y Naturales  ,110, MARIA DEL SORRIBAS PANERO,630,15,http://scholar.google.es/citations?user=1g6z1gUAAAAJ&hl=es,SINGRUPO
Ciencias Exactas y Naturales  ,111, GUILLERMO BOOTH REA,626,14,http://scholar.google.es/citations?user=D2sqA28AAAAJ&hl=es,RNM148
Ciencias Exactas y Naturales  ,112, ARTURO MONCHO JORDA,615,15,http://scholar.google.es/citations?user=59QQHm0AAAAJ&hl=es,FQM115
Ciencias Exactas y Naturales  ,113, MARIA LUISA JIMENEZ OLIVARES,596,14,http://scholar.google.es/citations?user=cmXfF08AAAAJ&hl=es,FQM144
