Rama,Rank ,Nombre ,Citas ,h-index ,Perfil,Grupo
Ciencias Sociales y Jurídicas  ,122, JORGE JIMENEZ RODRIGUEZ,147,7,http://scholar.google.es/citations?user=4ZLxY38AAAAJ&hl=es,HUM232
Ciencias Sociales y Jurídicas  ,122, MARIA PILAR CACERES RECHE,147,6,http://scholar.google.es/citations?user=whxhffumrDYC&hl=es,HUM672
Ciencias Sociales y Jurídicas  ,124, CARMEN TRIGUEROS CERVANTES,146,7,http://scholar.google.es/citations?user=WWmDfRYAAAAJ&hl=es,SEJ546
Ciencias Sociales y Jurídicas  ,125, MARIA PILAR LOPEZ GARCIA,145,4,http://scholar.google.es/citations?user=orYhAqUAAAAJ&hl=es,HUM277
Ciencias Sociales y Jurídicas  ,126, TERESA MARIA GARCIA MUÑOZ,144,7,http://scholar.google.es/citations?user=FuB0HkkAAAAJ&hl=es,SEJ492
Ciencias Sociales y Jurídicas  ,127, MANUEL FERNANDEZ GONZALEZ,143,6,http://scholar.google.es/citations?user=NYmRqr8AAAAJ&hl=es,HUM613
Ciencias Sociales y Jurídicas  ,128, MARIA NIEVES PEREZ AROSTEGUI,138,5,https://scholar.google.es/citations?user=YWdqPIMAAAAJ&hl=es,SEJ478
Ciencias Sociales y Jurídicas  ,129, JULIETTE MILGRAM BALEIX,137,6,https://scholar.google.es/citations?user=GUsA6NIAAAAJ&hl=es,SEJ340
Ciencias Sociales y Jurídicas  ,130, DAVID CANTON CORTES,136,6,http://scholar.google.com/citations?user=VFdI2tsAAAAJ&hl=es,HUM677
Ciencias Sociales y Jurídicas  ,131, NIEVES ORTEGA PEREZ,130,3,http://scholar.google.es/citations?user=eMg5MYMAAAAJ&hl=es,SEJ113
Ciencias Sociales y Jurídicas  ,132, FRANCISCO JAVIER CARRILLO ROSUA,125,6,http://scholar.google.es/citations?user=6GdNY-oAAAAJ&hl=es,HUM613
Ciencias Sociales y Jurídicas  ,133, GRACIA JIMENEZ FERNANDEZ,124,6,http://scholar.google.es/citations?user=mbWFnRcAAAAJ&hl=es,HUM820
Ciencias Sociales y Jurídicas  ,134, OSWALDO LORENZO QUILES,120,7,https://scholar.google.es/citations?user=JNFg0hAAAAAJ&hl=es,HUM742
Ciencias Sociales y Jurídicas  ,135, JOSEAN GARRUES IRURZUN,117,5,http://scholar.google.es/citations?user=eVvFJ44AAAAJ&hl=es,SEJ476
Ciencias Sociales y Jurídicas  ,136, JOSEFA RUIZ ROMERO,113,6,http://scholar.google.es/citations?user=Is5GaYgAAAAJ&hl=es,HUM289
Ciencias Sociales y Jurídicas  ,136, VANESA BARRALES MOLINA,113,5,http://scholar.google.es/citations?user=3KRcgBQAAAAJ&hl=es,SEJ478
Ciencias Sociales y Jurídicas  ,138, PILAR M. CASARES GARCIA,108,6,https://scholar.google.es/citations?user=8UCQzQMAAAAJ&hl=es,HUM580
Ciencias Sociales y Jurídicas  ,139, JULIAN ALBERTO DIAZ SAAVEDRA,104,3,http://scholar.google.es/citations?user=h5ZEGccAAAAJ&hl=es,SEJ340
Ciencias Sociales y Jurídicas  ,140, MARIA MAGDALENA GEA SERRANO,103,5,http://scholar.google.es/citations?user=nQPm0XMAAAAJ&hl=es,FQM126
Ciencias Sociales y Jurídicas  ,141, ESTEBAN JUAN PEREZ ALONSO,102,5,http://scholar.google.es/citations?user=-CfVemYAAAAJ&hl=es,SEJ351
Ciencias Sociales y Jurídicas  ,142, MIGUEL ANGEL GALLARDO VIGIL,100,6,http://scholar.google.es/citations?user=gV8kERMAAAAJ&hl=es,HUM358
Ciencias Sociales y Jurídicas  ,143, GREGORIO NUÑEZ ROMERO-BALMAS,99,5,http://scholar.google.es/citations?user=hP0BebMAAAAJ&hl=es,SEJ271
Ciencias Sociales y Jurídicas  ,144, ROSARIO ARROYO GONZALEZ,97,7,http://scholar.google.es/citations?user=aL9vojEAAAAJ&hl=es,HUM356
Ciencias Sociales y Jurídicas  ,145, ANTONIO TUDELA SANCHO,96,2,http://scholar.google.es/citations?user=e6IdGaoAAAAJ&hl=es,HUM188
Ciencias Sociales y Jurídicas  ,146, ANTONIO MORENO VERDEJO,95,6,http://scholar.google.es/citations?user=h7vlM04AAAAJ&hl=es,FQM193
Ciencias Sociales y Jurídicas  ,147, AGUSTIN RUIZ ROBLEDO,94,5,http://scholar.google.es/citations?user=nccJvZkAAAAJ&hl=es,SEJ106
Ciencias Sociales y Jurídicas  ,147, MARIA FERNANDEZ CABEZAS,94,6,http://scholar.google.es/citations?user=oSdsyc4AAAAJ&hl=es,HUM232
Ciencias Sociales y Jurídicas  ,149, CARMEN LIZARRAGA MOLLINEDO,93,7,http://scholar.google.es/citations?user=0rzuWmYAAAAJ&hl=es,SEJ476
Ciencias Sociales y Jurídicas  ,150, LUIS MIGUEL HINOJOSA MARTINEZ,92,5,http://scholar.google.es/citations?user=5yLAQBgAAAAJ&hl=es,SEJ133
Ciencias Sociales y Jurídicas  ,151, AURORA INES DEL RIO CABEZA,87,6,http://scholar.google.com/citations?user=Z2cnEZIAAAAJ&hl=es,FQM193
Ciencias Sociales y Jurídicas  ,152, CATALINA GARCIA GARCIA,84,7,https://scholar.google.es/citations?user=8nvZw70AAAAJ&hl=es,SEJ534
Ciencias Sociales y Jurídicas  ,153, ADELAIDA MONTEOLIVA SANCHEZ,78,4,http://scholar.google.es/citations?user=KY3Z5CIAAAAJ&hl=es,HUM196
Ciencias Sociales y Jurídicas  ,154, ELENA MOLIS BAÑALES,77,4,http://scholar.google.es/citations?user=ZkIsYoAAAAJ&hl=es,SEJ492
Ciencias Sociales y Jurídicas  ,155, MARIA DE LOS ANGELES BAEZA MUÑOZ,76,5,http://scholar.google.es/citations?user=WYFa_iwAAAAJ&hl=es,SEJ355
Ciencias Sociales y Jurídicas  ,156, EMILIO BERROCAL DE LUNA,75,4,http://scholar.google.es/citations?user=4K-Z0XQAAAAJ&hl=es,HUM126
Ciencias Sociales y Jurídicas  ,157, ESTRELLA (STELLA) MARTINEZ RODRIGO,73,6,http://scholar.google.es/citations?user=9TV2i-AAAAAJ&hl=es,SEJ508
Ciencias Sociales y Jurídicas  ,158, JOAQUIN ROLDAN RAMIREZ,72,3,http://scholar.google.es/citations?user=Zog8ppAAAAAJ&hl=es,HUM489
Ciencias Sociales y Jurídicas  ,158, JUAN ANTONIO FUENTES ESPARRELL,72,5,http://scholar.google.es/citations?user=LNatIVwAAAAJ&hl=es,HUM848
Ciencias Sociales y Jurídicas  ,160, JORGE EXPOSITO LOPEZ,71,5,http://scholar.google.es/citations?user=0KnDU0QAAAAJ&hl=es,HUM567
Ciencias Sociales y Jurídicas  ,161, TM. CARMEN HERRERA ENRIQUEZ,70,5,http://scholar.google.es/citations?user=2erKR8IAAAAJ&hl=es,HUM289
Ciencias Sociales y Jurídicas  ,162, DIONISIO BUENDIA CARRILLO,67,5,http://scholar.google.es/citations?user=zfWpJtAAAAAJ&hl=es,SEJ355
Ciencias Sociales y Jurídicas  ,163, FRANCISCO J. LIEBANA CABANILLAS,64,5,http://scholar.google.es/citations?user=3XfPeBkAAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,164, JAVIER DELGADO CEBALLOS,63,5,http://scholar.google.es/citations?user=aRvUB74AAAAJ&hl=es,SEJ481
Ciencias Sociales y Jurídicas  ,165, MARIA DOLORES ALVAREZ RODRIGUEZ,62,3,http://scholar.google.es/citations?user=cOPXoI8AAAAJ&hl=es,HUM489
Ciencias Sociales y Jurídicas  ,166, VIRGINIA FERNANDEZ PEREZ,58,4,https://scholar.google.es/citations?user=YkMkoB8AAAAJ&hl=es,SEJ478
Ciencias Sociales y Jurídicas  ,167, ALBERTO RUIZ VILLAVERDE,57,3,http://scholar.google.es/citations?user=S7DWsYcAAAAJ&hl=es,SEJ054
Ciencias Sociales y Jurídicas  ,167, Mª PILAR NUÑEZ DELGADO,57,4,https://scholar.google.es/citations?user=-Z92OoIAAAAJ&hl=es,HUM508
Ciencias Sociales y Jurídicas  ,169, KATIA CABALLERO RODRIGUEZ,56,5,http://scholar.google.es/citations?user=RXt3yWYAAAAJ&hl=es,HUM386
Ciencias Sociales y Jurídicas  ,170, GUADALUPE MARTINEZ FUENTES,55,4,http://scholar.google.es/citations?user=SBdX70YAAAAJ&hl=es,SEJ113
Ciencias Sociales y Jurídicas  ,171, ANA MARIA PLATA DIAZ,53,4,http://scholar.google.es/citations?user=LMwPncAAAAJ&hl=es,SEJ355
Ciencias Sociales y Jurídicas  ,171, VANESA MARIA GAMIZ SÁNCHEZ,53,5,http://scholar.google.es/citations?user=UVT7jPMAAAAJ&hl=es,HUM386
Ciencias Sociales y Jurídicas  ,173, JOSE MIGUEL GARCIA RAMIREZ,50,4,http://scholar.google.es/citations?user=xxAnwHAAAAJ&hl=es,SEJ059
Ciencias Sociales y Jurídicas  ,173, JULIA GARCIA CABELLO,50,4,http://scholar.google.es/citations?user=xPSR-gwAAAAJ&hl=es,SEJ340
Ciencias Sociales y Jurídicas  ,175, MARIA DEL MAR ORTIZ GOMEZ,49,4,http://scholar.google.es/citations?user=nuip9pIAAAAJ&hl=es,HUM358
Ciencias Sociales y Jurídicas  ,175, MIGUEL ANGEL MORENO NAVARRETE,49,4,http://scholar.google.es/citations?user=8oTQJycAAAAJ&hl=es,SEJ346
Ciencias Sociales y Jurídicas  ,177, GEMMA PEREZ LOPEZ,47,4,http://scholar.google.es/citations?user=pDgX1IAAAAJ&hl=es,SEJ355
Ciencias Sociales y Jurídicas  ,177, JAVIER TAMAYO TORRES,47,3,http://scholar.google.es/citations?user=5o3z-x4AAAAJ&hl=es,SEJ478
Ciencias Sociales y Jurídicas  ,179, ANA MARIA RICO MARTIN,44,3,http://scholar.google.es/citations?user=tCneo8cAAAAJ&hl=es,HUM358
Ciencias Sociales y Jurídicas  ,179, LAURA ALCAIDE MUÑOZ,44,3,http://scholar.google.es/citations?user=K5ncYYMAAAAJ&hl=es,SEJ355
Ciencias Sociales y Jurídicas  ,181, Mª ASUNCION ROMERO LOPEZ,43,4,https://scholar.google.es/citations?user=3UAS2ZoAAAAJ&hl=es,HUM386
Ciencias Sociales y Jurídicas  ,182, JORGE MARCOS MARCOS,42,4,http://scholar.google.es/citations?user=PYKsYjMAAAAJ&hl=es,SINGRUPO
Ciencias Sociales y Jurídicas  ,182, SAMUEL GOMEZ HARO,42,2,http://scholar.google.es/citations?user=EJHuqlsAAAAJ&hl=es,SEJ481
Ciencias Sociales y Jurídicas  ,184, JUAN LARA RUBIO,41,4,http://scholar.google.es/citations?user=Bwg2NxoAAAAJ&hl=es,SEJ273
Ciencias Sociales y Jurídicas  ,184, JUAN MANUEL FERNANDEZ MILLAN,41,4,https://scholar.google.es/citations?user=glVUMAwAAAAJ&hl=es,CTS261
Ciencias Sociales y Jurídicas  ,184, RAIMUNDO AGUAYO ESTREMERA,41,2,http://scholar.google.es/citations?user=riJ_3tUAAAAJ&hl=es,HUM183
Ciencias Sociales y Jurídicas  ,187, PATRICIA ESQUINAS VALVERDE,40,3,http://scholar.google.es/citations?user=k19PKRIAAAAJ&hl=es,SEJ151
Ciencias Sociales y Jurídicas  ,187, RICARDO CASAS DEL CASTILLO,40,2,http://scholar.google.es/citations?user=zDJ9okIAAAAJ&hl=es,HUM613
Ciencias Sociales y Jurídicas  ,187, ROBERTO MONTERO GRANADOS,40,3,http://scholar.google.es/citations?user=zN7y7-MAAAAJ&hl=es,SEJ393
Ciencias Sociales y Jurídicas  ,190, ELVIRA MOLINA FERNANDEZ,37,3,http://scholar.google.es/citations?user=oj3zAD4AAAAJ&hl=es,HUM267
Ciencias Sociales y Jurídicas  ,191, ANTONIO SEGURA SERRANO,36,4,http://scholar.google.es/citations?user=fZscEzwAAAAJ&hl=es,SEJ133
Ciencias Sociales y Jurídicas  ,192, M. ANGELES CUADRADO RUIZ,33,4,http://scholar.google.es/citations?user=6dlyrD4AAAAJ&hl=es,SEJ351
Ciencias Sociales y Jurídicas  ,193, INMACULADA C. MARRERO ROCHA,32,3,http://scholar.google.es/citations?user=uq9UsVkAAAAJ&hl=es,SEJ133
Ciencias Sociales y Jurídicas  ,193, RAUL RUIZ CECILIA,32,3,https://scholar.google.es/citations?user=o-WVA30AAAAJ&hl=es,HUM457
Ciencias Sociales y Jurídicas  ,195, DIMITRINKA GEORGIEVA NIKLEVA,31,3,http://scholar.google.es/citations?user=N_mrUHsAAAAJ&hl=es,HUM457
Ciencias Sociales y Jurídicas  ,196, ALBERTO MARTIN MARTIN,30,3,http://scholar.google.es/citations?user=YlPd48UAAAAJ&hl=es,HUM777
Ciencias Sociales y Jurídicas  ,196, DIEGO MARCOS CARTAGENA,30,4,http://scholar.google.es/citations?user=LaVtLncAAAAJ&hl=es,SINGRUPO
Ciencias Sociales y Jurídicas  ,198, ANGEL SOLANO GARCIA,28,3,https://scholar.google.es/citations?user=36WMcsoAAAAJ&hl=en,SEJ492
Ciencias Sociales y Jurídicas  ,198, ELBA GUTIERREZ SANTIUSTE,28,2,http://scholar.google.es/citations?user=KZipskcAAAAJ&hl=es,HUM386
Ciencias Sociales y Jurídicas  ,198, LUIS ENRIQUE PEDAGUA SANCHEZ,28,3,http://scholar.google.es/citations?user=Ww4zcpUAAAAJ&hl=es,SINGRUPO
Ciencias Sociales y Jurídicas  ,198, MANUEL CASTILLA CUBILLAS,28,3,http://scholar.google.es/citations?user=45tzaIQAAAAJ&hl=es,SEJ450
Ciencias Sociales y Jurídicas  ,198, STEPHEN HUGHES,28,3,http://scholar.google.es/citations?user=2kpw_8sAAAAJ&hl=es,SEJ535
Ciencias Sociales y Jurídicas  ,203, CARLOS JAVIER LOPEZ GUTIERREZ,27,3,http://scholar.google.es/citations?user=4T9cVpIAAAAJ&hl=es,HUM238
Ciencias Sociales y Jurídicas  ,204, ANA ALCAZAR CAMPOS,26,4,http://scholar.google.es/citations?user=a-6nUW4AAAAJ&hl=es,SEJ430
Ciencias Sociales y Jurídicas  ,204, EMILIO CRISOL MOYA,26,3,https://scholar.google.es/citations?user=DdEq02cAAAAJ&hl=es,HUM386
Ciencias Sociales y Jurídicas  ,204, JOSE MARIA PORRAS RAMIREZ,26,3,https://scholar.google.es/citations?user=jTrb6TEAAAAJ&hl=es,SEJ106
Ciencias Sociales y Jurídicas  ,204, MANUEL HERNANDEZ PEINADO,26,3,http://scholar.google.es/citations?user=uexyCkUAAAAJ&hl=es,SEJ062
Ciencias Sociales y Jurídicas  ,208, MARIA TERESA DIAZ MOHEDO,25,2,http://scholar.google.es/citations?user=vSmK61UAAAAJ&hl=es,HUM263
Ciencias Sociales y Jurídicas  ,209, ANA JUSTICIA ARRAEZ,24,3,http://scholar.google.es/citations?user=feIjwokAAAAJ&hl=es,HUM232
Ciencias Sociales y Jurídicas  ,209, BEATRIZ CORTINA PEREZ,24,4,http://scholar.google.es/citations?user=cVAhvysAAAAJ&hl=es,HUM457
Ciencias Sociales y Jurídicas  ,211, AURORA GARCIA VITORIA,23,2,http://scholar.google.es/citations?user=2btcLWcAAAAJ&hl=es,SEJ351
Ciencias Sociales y Jurídicas  ,211, JAVIER GARCIA MARIN,23,3,http://scholar.google.es/citations?user=jaAAGAkAAAAJ&hl=es,SEJ113
Ciencias Sociales y Jurídicas  ,211, MARIA BELEN MORATA GARCIA DE LA PUERTA,23,3,http://scholar.google.es/citations?user=1XvvqvAAAAAJ&hl=es,SEJ221
Ciencias Sociales y Jurídicas  ,211, PABLO J. MARTIN RODRIGUEZ,23,3,http://scholar.google.es/citations?user=zeIOeVgAAAAJ&hl=es,SEJ133
Ciencias Sociales y Jurídicas  ,215, PEDRO ANGEL VALDIVIA MORAL,22,3,https://scholar.google.es/citations?user=XmjurTEAAAAJ&hl=es,SINGRUPO
Ciencias Sociales y Jurídicas  ,215, RAFAEL JESUS OLIVARES CASTILLO,22,2,http://scholar.google.es/citations?user=8gvtuw4AAAAJ&hl=es,TIC238
Ciencias Sociales y Jurídicas  ,215, ROBERTO CASTILLA PEREZ,22,3,https://scholar.google.es/citations?user=FtqOOcYAAAAJ&hl=es,HUM587
Ciencias Sociales y Jurídicas  ,218, JUAN LOPEZ MARTINEZ,21,2,https://scholar.google.es/citations?user=zijaRBUAAAAJ&hl=es,SEJ326
Ciencias Sociales y Jurídicas  ,218, JUAN MANUEL AYLLON MILLAN,21,3,http://scholar.google.es/citations?user=iyGqLsAAAAJ&hl=es,HUM777
Ciencias Sociales y Jurídicas  ,218, RAQUEL OJEDA GARCIA,21,3,http://scholar.google.es/citations?user=aLrXCJgAAAAJ&hl=es,SEJ113
Ciencias Sociales y Jurídicas  ,221, HENRY ARAY CASANOVA,20,3,https://scholar.google.es/citations?user=JBKuaG4AAAAJ&hl=es,SEJ340
Ciencias Sociales y Jurídicas  ,221, JUSTA GOMEZ NAVAJAS,20,2,http://scholar.google.es/citations?user=W4TLdTkAAAAJ&hl=es,SEJ351
Ciencias Sociales y Jurídicas  ,223, JUAN FRANCISCO RUIZ HIDALGO,19,3,http://scholar.google.es/citations?user=MXLGhyUAAAAJ&hl=es,FQM193
Ciencias Sociales y Jurídicas  ,224, JOSE ANTONIO FERNANDEZ PLAZA,18,3,http://scholar.google.es/citations?user=4qY6ayAAAAAJ&hl=es,FQM193
Ciencias Sociales y Jurídicas  ,224, MARIA DEL PUERTO LOPEZ DEL AMO LOPEZ DEL AMO,18,3,http://scholar.google.es/citations?user=9obpAbkAAAAJ&hl=es,SEJ393
Ciencias Sociales y Jurídicas  ,224, MASAO JAVIER LOPEZ SAKO,18,2,https://scholar.google.es/citations?user=63Ew0cMAAAAJ&hl=es,SEJ459
Ciencias Sociales y Jurídicas  ,227, ELISA LEGEREN ALVAREZ,17,2,http://scholar.google.es/citations?user=yUUNhiUAAAAJ&hl=es,SEJ036
Ciencias Sociales y Jurídicas  ,228, MARIA GARCIA CARACUEL,16,2,http://scholar.google.es/citations?user=63RbiikAAAAJ&hl=es,SEJ326
Ciencias Sociales y Jurídicas  ,229, JERONIMO MORALES CABEZAS,15,2,http://scholar.google.es/citations?user=Ucz-89UAAAAJ&hl=es,HUM508
Ciencias Sociales y Jurídicas  ,230, ESTEBAN ROMERO FRIAS,14,6,http://scholar.google.es/citations?user=QJwYW_cAAAAJ&hl=es,SEJ273
Ciencias Sociales y Jurídicas  ,230, JAVIER VALLS PRIETO,14,3,https://scholar.google.es/citations?user=oRV-s8kAAAAJ&hl=es,SEJ151
Ciencias Sociales y Jurídicas  ,232, AMELIA DIAZ PEREZ DE MADRID,13,1,http://scholar.google.es/citations?user=SKbom3MAAAAJ&hl=es,SEJ133
Ciencias Sociales y Jurídicas  ,233, FRANCISCO REJON GUARDIA,12,1,http://scholar.google.es/citations?user=8hkM3xIAAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,233, PEDRO ENRIQUE BARRILAO GONZALEZ,12,1,http://scholar.google.es/citations?user=Bcn2H24AAAAJ&hl=es,SEJ549
Ciencias Sociales y Jurídicas  ,235, ANTONIO MARIN RUIZ,11,1,http://scholar.google.es/citations?user=xe83yj4AAAAJ&hl=es,SINGRUPO
Ciencias Sociales y Jurídicas  ,235, ELENA DEL PILAR JIMENEZ PEREZ,11,2,http://scholar.google.es/citations?user=juAVAHoAAAAJ&hl=es,SINGRUPO
Ciencias Sociales y Jurídicas  ,235, FRANCISCO JAVIER DURAN RUIZ,11,2,http://scholar.google.es/citations?user=UPQM9WwAAAAJ&hl=es,SEJ169
Ciencias Sociales y Jurídicas  ,235, JOSE LUIS VILLENA HIGUERAS,11,2,http://scholar.google.es/citations?user=j7LS6PoAAAAJ&hl=es,HUM267
Ciencias Sociales y Jurídicas  ,239, DANIEL GUERRERO RAMOS,10,2,https://scholar.google.es/citations?user=t51ptUQAAAAJ&hl=es,HUM672
Ciencias Sociales y Jurídicas  ,239, YOLANDA ARAGON CARRETERO,10,2,http://scholar.google.es/citations?user=mHn5VaYAAAAJ&hl=es,HUM848
Ciencias Sociales y Jurídicas  ,241, ANA MARIA RAMOS GARCIA,9,2,http://scholar.google.es/citations?user=g_-EpnkAAAAJ&hl=es,HUM457
Ciencias Sociales y Jurídicas  ,241, FADI AMROUSH,9,2,http://scholar.google.es/citations?user=_fuc-UAAAAJ&hl=es,SEJ492
Ciencias Sociales y Jurídicas  ,241, JOSE AGUADO ROMERO,9,2,http://scholar.google.es/citations?user=E-44VvIAAAAJ&hl=es,SEJ355
Ciencias Sociales y Jurídicas  ,244, ELADIO MATEOS MIERA,8,2,https://scholar.google.es/citations?user=FX8hrtIAAAAJ&hl=es,HUM363
Ciencias Sociales y Jurídicas  ,244, MYRIAM MARTINEZ FIESTAS,8,1,http://scholar.google.es/citations?user=X-W3mcAAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,246, CONSUELO MARTIN VEGA,7,1,http://scholar.google.es/citations?user=qkYgYu0AAAAJ&hl=es,SINGRUPO
Ciencias Sociales y Jurídicas  ,246, ENRIQUE DE LA FUENTE GUTIERREZ,7,2,http://scholar.google.es/citations?user=pcqcDecAAAAJ&hl=es,HUM777
Ciencias Sociales y Jurídicas  ,246, MERCEDES SOTO MOYA,7,2,http://scholar.google.es/citations?user=qCnK5rAAAAAJ&hl=es,SEJ175
Ciencias Sociales y Jurídicas  ,246, ROSER MANZANERA RUIZ,7,2,http://scholar.google.es/citations?user=mK3_QTEAAAAJ&hl=es,SEJ491
Ciencias Sociales y Jurídicas  ,246, SUSANA RUIZ TARRIAS,7,1,http://scholar.google.es/citations?user=uHPa05EAAAAJ&hl=es,SEJ106
Ciencias Sociales y Jurídicas  ,251, FERNANDO GARCIA QUERO,6,1,http://scholar.google.es/citations?user=OCFgKP0AAAAJ&hl=es,SEJ476
Ciencias Sociales y Jurídicas  ,251, MARIA CONCEPCION PEREZ VILLALOBOS,6,1,http://scholar.google.es/citations?user=Q0dLu-MAAAAJ&hl=es,SEJ106
Ciencias Sociales y Jurídicas  ,251, MARIA DOLORES MARTIN-LAGOS LOPEZ,6,1,http://scholar.google.es/citations?user=k0aFdn8AAAAJ&hl=es,SEJ498
Ciencias Sociales y Jurídicas  ,251, MARIA-EVA FERNANDEZ BAQUERO,6,1,http://scholar.google.es/citations?user=29dx-zwAAAAJ&hl=es,SEJ286
Ciencias Sociales y Jurídicas  ,251, RAFAEL MARFIL CARMONA,6,1,https://scholar.google.es/citations?user=k6n-XL8AAAAJ&hl=es,SEJ508
Ciencias Sociales y Jurídicas  ,256, CARMEN ALMAGRO MARTIN,5,1,https://scholar.google.es/citations?user=V-uIW5YAAAAJ&hl=es,SEJ326
Ciencias Sociales y Jurídicas  ,256, ERIKA GONZALEZ GARCIA,5,2,http://scholar.google.es/citations?user=wq0c1VcAAAAJ&hl=es,HUM580
Ciencias Sociales y Jurídicas  ,258, JOSE ANTONIO MARIN MARIN,4,1,http://scholar.google.es/citations?user=Q7CrwsAAAAJ&hl=es,HUM672
Ciencias Sociales y Jurídicas  ,258, JUAN MIGUEL ALCANTARA PILAR,4,1,http://scholar.google.es/citations?user=xw9GJFwAAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,258, MIGUEL ANGEL PEREZ CASTRO,4,1,http://scholar.google.es/citations?user=DedEfVUAAAAJ&hl=es,SEJ393
Ciencias Sociales y Jurídicas  ,258, NURIA CALET,4,1,http://scholar.google.es/citations?user=Se3GnFMAAAAJ&hl=es,HUM820
Ciencias Sociales y Jurídicas  ,262, ALEKSANDRA SOJKA,3,1,http://scholar.google.es/citations?user=8WK6C0AAAAJ&hl=es,SEJ113
Ciencias Sociales y Jurídicas  ,262, GUILLERMO MARAVER TARIFA,3,1,http://scholar.google.es/citations?user=EW_9BPUAAAAJ&hl=es,SEJ481
Ciencias Sociales y Jurídicas  ,262, JOSE SANCHEZ PEREZ,3,1,http://scholar.google.es/citations?user=q47INsEAAAAJ&hl=es,SEJ184
Ciencias Sociales y Jurídicas  ,262, MARIA ANGELES LOPEZ VALLEJO,3,1,http://scholar.google.es/citations?user=LWdS_-gAAAAJ&hl=es,HUM278
Ciencias Sociales y Jurídicas  ,266, JOSE RAFAEL MARIN AIS,2,1,http://scholar.google.es/citations?user=mqqX7_YAAAAJ&hl=es,SEJ259
Ciencias Sociales y Jurídicas  ,266, LOURDES LOPEZ PEREZ,2,1,https://scholar.google.es/citations?user=oB1zRs0AAAAJ&hl=es,HUM466
Ciencias Sociales y Jurídicas  ,266, MARIA ANGELES MINGUELA RECOVER,2,1,http://scholar.google.es/citations?user=z_xWyUAAAAJ&hl=es,SEJ062
Ciencias Sociales y Jurídicas  ,266, MARIA DEL MAR LOPEZ MARTIN,2,1,http://scholar.google.es/citations?user=rFM4iYwAAAAJ&hl=es,FQM150
Ciencias Sociales y Jurídicas  ,266, MARIA JOSÈ SANCHEZ ROBERT,2,1,http://scholar.google.es/citations?user=GFmxd0AAAAJ&hl=es,SEJ151
Ciencias Sociales y Jurídicas  ,266, RAMON M ORZA LINARES,2,1,http://scholar.google.es/citations?user=1mH7G6cAAAAJ&hl=es,SINGRUPO
Ciencias Sociales y Jurídicas  ,272, ANTONIO SANCHEZ ORTEGA,1,1,http://scholar.google.es/citations?user=VD2mL3IAAAAJ&hl=es,SEJ133
Ciencias Sociales y Jurídicas  ,272, ELENA CAMBIL MEDINA,1,1,http://scholar.google.es/citations?user=yDV-5joAAAAJ&hl=es,SEJ221
Ciencias Sociales y Jurídicas  ,272, JOSE LUIS PEREZ-SERRABONA GONZALEZ,1,1,http://scholar.google.es/citations?user=SPet07MAAAAJ&hl=es,SEJ272
Ciencias Sociales y Jurídicas  ,272, JOSE RIENDA POLO,1,1,http://scholar.google.es/citations?user=2RYqv-8AAAAJ&hl=es,HUM508
Ciencias Sociales y Jurídicas  ,272, MARIA DE LA ENCARNACION CAMBIL HERNANDEZ,1,1,http://scholar.google.es/citations?user=tOSQc5sAAAAJ&hl=es,HUM221
Ciencias Sociales y Jurídicas  ,277, ADRIAN SEGURA ROBLES,0,0,http://scholar.google.es/citations?user=q0u5mcAAAAJ&hl=es,HUM358
Ciencias Sociales y Jurídicas  ,277, CARMEN GARCIA MIRANDA,0,0,http://scholar.google.es/citations?user=x2vtBwsAAAAJ&hl=es,SEJ393
Ciencias Sociales y Jurídicas  ,277, DANIEL MADRID FERNANDEZ,0,0,https://scholar.google.es/citations?user=dZAQvXEAAAAJ&hl=es,HUM457
Ciencias Sociales y Jurídicas  ,277, GABRIEL GARCIA-PARADA ARIAS,0,0,http://scholar.google.es/citations?user=EX5quUgAAAAJ&hl=es,SINGRUPO
Ciencias Sociales y Jurídicas  ,277, GLORIA CALABRESI,0,0,https://scholar.google.es/citations?user=laqkA5AAAAAJ&hl=es,SEJ123
Ciencias Sociales y Jurídicas  ,277, MARIA DEL CARMEN MORON PEREZ,0,0,http://scholar.google.es/citations?user=-MbOxZIAAAAJ&hl=es,SEJ326
Ciencias Sociales y Jurídicas  ,277, MARIA DEL PILAR IBAÑEZ CUBILLAS,0,0,http://scholar.google.es/citations?user=NL40H2sAAAAJ&hl=es,SEJ059
Ciencias Sociales y Jurídicas  ,277, MARINA DE LOS ANGELES GARCIA GARNICA,0,0,https://scholar.google.es/citations?user=qpO2oIgAAAAJ&hl=es,HUM386
Ciencias Sociales y Jurídicas  ,277, NATALIA REYES RUIZ DE PERALTA,0,0,http://scholar.google.es/citations?user=SZX63_IAAAAJ&hl=es,SEJ430
Ciencias Sociales y Jurídicas  ,277, SONIA PEÑA GARCIA,0,0,http://scholar.google.es/citations?user=vLZd_fEAAAAJ&hl=es,HUM457
Ciencias Sociales y Jurídicas  ,277, VALENTIN CAROZO MARTIN,0,0,http://scholar.google.es/citations?user=rYvY1nYAAAAJ&hl=es,HUM580
