Posicion,Nombre,Rama,Disciplina,Especialidad,Citas,Indice h,Citas (ultimos 5 años),Indice h (ultimos 5 años),Perfil
138,Jose Juan Jimenez Moleon,Ciencias de la Salud,Farmacia,Farmacologi­a,2208,20,1288,16,https://scholar.google.com/citations?user=NUf2v_wAAAAJ&hl=es
139,Julian Luengo Martin,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Comercializacion e Investigacion de Mercados,2184,16,2083,16,https://scholar.google.com/citations?user=aqb9xm8AAAAJ&hl=es
140,Nikolay Bojkov Vassilev,Ciencias Exactas y Naturales,Qui­mica,Ingenieri­a Qui­mica,2184,28,1177,20,https://scholar.google.com/citations?user=DUBtVV8AAAAJ&hl=es
141,Mar Bastero Gil,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Teorica y del Cosmos,2174,29,881,18,https://scholar.google.com/citations?user=lxrGdacAAAAJ&hl=es
142,Leonor Buendia Eisman,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Mi©todos de Investigacion y Diagnostico en Educacion,2173,18,1080,12,https://scholar.google.com/citations?user=NzpXAE4AAAAJ&hl=es
143,Jose Antonio Lupiañez Cara,Ciencias Biologicas,Biologi­a,Bioqui­mica y Biologi­a Molecular - Ciencias,2165,25,923,16,https://scholar.google.com/citations?user=euAKVnMAAAAJ&hl=es
144,Juan De Dios Garcia Lopez-Duran,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,2138,26,1291,23,https://scholar.google.com/citations?user=fFTA8vUAAAAJ&hl=es
145,M Victoria Bejar Luque,Ciencias de la Salud,Farmacia,Microbiologi­a,2119,27,1029,20,https://scholar.google.com/citations?user=cufckqwAAAAJ&hl=es
146,Francisca Martinez Ruiz,Ciencias Exactas y Naturales,Fi­sica,"Fi­sica Atomica, Molecular y Nuclear",2105,25,1328,19,https://scholar.google.com/citations?user=qxbsrgIAAAAJ&hl=es
147,Alejandro Rodriguez Navarro,Ciencias Exactas y Naturales,Ciencias de la Tierra,Mineralogi­a y Petrologi­a,2039,26,1294,20,https://scholar.google.com/citations?user=27PZg4IAAAAJ&hl=es
148,Jesus Francisco Rodriguez Huertas,Ciencias de la Salud,Medicina,Fisiologi­a,2031,39,719,16,https://scholar.google.com/citations?user=p37PgLEAAAAJ&hl=es
149,Jesus Alcala Fernandez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,2005,20,1499,19,https://scholar.google.com/citations?user=nD0L_j0AAAAJ&hl=es
150,Blanca Gutierrez Martinez,Ciencias de la Salud,Medicina,Psiquiatri­a,2000,26,777,16,https://scholar.google.com/citations?user=bT_qc_YAAAAJ&hl=es
151,Andres Catena Martinez,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,1995,24,1099,19,https://scholar.google.com/citations?user=CBTG_jQAAAAJ&hl=es
152,Teodoro Luque Martinez,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Comercializacion e Investigacion de Mercados,1992,19,1109,17,https://scholar.google.com/citations?user=-IoQfocAAAAJ&hl=es
153,Fernando Gervilla Linares,Ciencias Exactas y Naturales,Ciencias de la Tierra,Mineralogi­a y Petrologi­a,1986,25,1219,19,https://scholar.google.com/citations?user=5wds0ywAAAAJ&hl=es
154,Jesus Miguel Ibañez Godoy,Ciencias Exactas y Naturales,Ciencias de la Tierra,Fi­sica Teorica y del Cosmos,1976,25,890,17,https://scholar.google.com/citations?user=vH37E5MAAAAJ&hl=es
155,Jose Juan Cañas Delgado,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,1971,26,955,18,https://scholar.google.com/citations?user=mxzfi_wAAAAJ&hl=es
156,Rosa Pulgar Encinas,Ciencias de la Salud,Odontologi­a,Estomatologi­a,1946,13,751,13,https://scholar.google.com/citations?user=k7bGnHUAAAAJ&hl=es
157,Fernando Gil Hernandez,Ciencias de la Salud,Medicina,"Medicina Legal, Toxicologi­a y Antropologi­a Fi­sica",1944,26,1234,20,https://scholar.google.com/citations?user=TS0fCeYAAAAJ&hl=es
158,Maria Belen Rodelas Gonzalez,Ciencias de la Salud,Farmacia,Microbiologi­a,1932,24,1078,19,https://scholar.google.com/citations?user=yEVskYgAAAAJ&hl=es
159,Jose Antonio Lorente Acosta,Ciencias de la Salud,Medicina,"Medicina Legal, Toxicologi­a y Antropologi­a Fi­sica",1921,24,991,16,https://scholar.google.com/citations?user=uZXz5-sAAAAJ&hl=es
160,Antonio Azor Perez,Ciencias Exactas y Naturales,Ciencias de la Tierra,Geodinamica,1909,24,1141,20,https://scholar.google.com/citations?user=AaJalAkAAAAJ&hl=es
161,Laura Gamiz Gracia,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Anali­tica,1903,29,1161,20,https://scholar.google.com/citations?user=1Wa3kk4AAAAJ&hl=es
162,Juan Antonio Lopez Villanueva,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,1895,23,618,12,https://scholar.google.com/citations?user=9KKVSOAAAAAJ&hl=es
163,Juan Gabriel Martinez Suarez,Ciencias Biologicas,Biologi­a,Zoologi­a,1850,25,697,15,https://scholar.google.com/citations?user=3K4FdCoAAAAJ&hl=es
164,Manuel Masip Mellado,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Teorica y del Cosmos,1847,21,570,13,https://scholar.google.com/citations?user=jsNwlPAAAAAJ&hl=es
165,Fernando Justicia Justicia,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Evolutiva y de la Educacion,1840,23,1000,16,https://scholar.google.com/citations?user=MjJ1_g0AAAAJ&hl=es
166,Angeles Ruiz Extremera,Ciencias de la Salud,Medicina,Pediatri­a,1837,18,978,13,https://scholar.google.com/citations?user=5-Ez1z8AAAAJ&hl=es
167,Jose Gutierrez Fernandez,Ciencias de la Salud,Medicina,Microbiologi­a,1836,22,805,15,https://scholar.google.com/citations?user=ojjk9kgAAAAJ&hl=es
168,Pamela Blanchard Faber Benitez,Ciencias Humanas y Artes,Traduccion e Interpretacion,Traduccion e Interpretacion,1830,22,927,14,https://scholar.google.com/citations?user=AZLn5mYAAAAJ&hl=es
169,Maria Jesus Esteban Parra,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,1810,22,969,16,https://scholar.google.com/citations?user=cqbcCpsAAAAJ&hl=es
170,Sebastian Montiel Gomez,Ciencias Exactas y Naturales,Matematicas,Geometri­a y Topologi­a,1804,23,751,16,https://scholar.google.com/citations?user=Vof12eIAAAAJ&hl=es
171,Francisco Javier Martos Perales,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,1786,12,982,7,https://scholar.google.com/citations?user=EwCpwYMAAAAJ&hl=es
172,Concepcion Maria Aguilera Garcia,Ciencias de la Salud,Farmacia,Bioqui­mica y Biologi­a Molecular - Farmacia,1767,23,1123,19,https://scholar.google.com/citations?user=JBU2WBMAAAAJ&hl=es
173,Maria Jose Faus Dader,Ciencias de la Salud,Farmacia,Bioqui­mica y Biologi­a Molecular - Farmacia,1756,24,926,16,https://scholar.google.com/citations?user=tfEfyDgAAAAJ&hl=es
174,Jose Carlos Rosales Gonzalez,Ciencias Exactas y Naturales,Matematicas,Algebra,1754,22,796,13,https://scholar.google.com/citations?user=GDAKv2gAAAAJ&hl=es
175,Jose Chacon Montero,Ingenieri­a y Tecnologi­a,"Ingenieri­a de Caminos, Canales y Puertos",Ingenieri­a Civil,1753,20,822,14,https://scholar.google.com/citations?user=rQFIOrwAAAAJ&hl=es
176,Ali Haidour Benamin,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Organica,1746,21,567,13,https://scholar.google.com/citations?user=8Q089_UAAAAJ&hl=es
177,Angel Rodriguez Palacios,Ciencias Exactas y Naturales,Matematicas,Analisis Matematico,1730,23,325,9,https://scholar.google.com/citations?user=QWUcVTQAAAAJ&hl=es
178,Marta Anguiano Millan,Ciencias Exactas y Naturales,Fi­sica,"Fi­sica Atomica, Molecular y Nuclear",1695,16,849,12,https://scholar.google.com/citations?user=0ko0-54AAAAJ&hl=es
179,Jose Antonio Dobado Jimenez,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Organica,1679,23,817,16,https://scholar.google.com/citations?user=7XFo1xwAAAAJ&hl=es
180,Daniel Torres Salinas,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,1669,23,1465,22,https://scholar.google.com/citations?user=wQUrJIoAAAAJ&hl=es
181,Fernando Hernandez Mateo,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Organica,1666,22,798,16,https://scholar.google.com/citations?user=mUee5PoAAAAJ&hl=es
182,Alfonso Romero Sarabia,Ciencias Exactas y Naturales,Matematicas,Geometri­a y Topologi­a,1663,22,737,14,https://scholar.google.com/citations?user=dAn8SlAAAAAJ&hl=es
183,Jorge Cervilla Ballesteros,Ciencias de la Salud,Medicina,Psiquiatri­a,1660,22,1006,19,https://scholar.google.com/citations?user=XkBqdS8AAAAJ&hl=es
184,Maria Del Carmen Benitez Ortuzar,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,"Teori­a de la Señal, Telematica y Comunicaciones",1656,17,778,12,https://scholar.google.com/citations?user=nKmzlbUAAAAJ&hl=es
185,Benjamin Vargas Quesada,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,1651,21,861,15,https://scholar.google.com/citations?user=b_A0QD4AAAAJ&hl=es
186,Alberto Zafra Gomez,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Anali­tica,1646,23,1205,20,https://scholar.google.com/citations?user=t8mDcBoAAAAJ&hl=es
187,Maria Hristova Vassileva,Ciencias Exactas y Naturales,Qui­mica,Ingenieri­a Qui­mica,1639,22,923,17,https://scholar.google.com/citations?user=p0L7oXAAAAAJ&hl=es
188,Manuel Angel Garrido Ramos,Ciencias Biologicas,Biologi­a,Geni©tica,1636,27,709,17,https://scholar.google.com/citations?user=lKgwQoUAAAAJ&hl=es
189,Pedro Abelardo Garcia Sanchez,Ciencias Exactas y Naturales,Matematicas,Algebra,1629,21,921,14,https://scholar.google.com/citations?user=gvq9UmMAAAAJ&hl=es
190,Jose Manuel Benitez Sanchez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,1623,19,1066,18,https://scholar.google.com/citations?user=1iSTbIkAAAAJ&hl=es
191,Antonio Francisco Diaz Garcia,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,1618,18,616,11,https://scholar.google.com/citations?user=HmKY-osAAAAJ&hl=es
192,Jose Angel Rufian Henares,Ciencias de la Salud,Farmacia,Nutricion y Bromatologi­a,1611,24,1160,19,https://scholar.google.com/citations?user=iLFj9zYAAAAJ&hl=es
193,M. Dolores Calero Garci­a,Ciencias de la Salud,Psicologi­a - Salud,"Personalidad, Evaluacion y Tratamiento Psicologico",1604,20,921,14,https://scholar.google.com/citations?user=Oe9VgDAAAAAJ&hl=es
194,Juan Francisco Huete Guadix,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,1603,21,726,13,https://scholar.google.com/citations?user=4nr42LMAAAAJ&hl=es
195,Manuel Gurpegui Fernandez De Legaria,Ciencias de la Salud,Medicina,Psiquiatri­a,1602,25,812,18,https://scholar.google.com/citations?user=9Tt-eZIAAAAJ&hl=es
196,Juan Lorite Moreno,Ciencias Biologicas,Biologi­a,Botanica,1600,17,1003,16,https://scholar.google.com/citations?user=HQTxWuwAAAAJ&hl=es
197,Irene Luque Fernandez,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Fi­sica,1593,18,473,12,https://scholar.google.com/citations?user=lKiCShQAAAAJ&hl=es
198,Emilio Martinez De Vitoria Muñoz,Ciencias de la Salud,Medicina,Fisiologi­a,1577,15,620,10,https://scholar.google.com/citations?user=PAbmM9kAAAAJ&hl=es
199,Sylvia Ana Defior Citoler,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Evolutiva y de la Educacion,1576,20,965,17,https://scholar.google.com/citations?user=F7ClRn0AAAAJ&hl=es
200,Javier Mateos Delgado,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,1572,18,705,12,https://scholar.google.com/citations?user=2YcXCrEAAAAJ&hl=es
201,David Arraez Roman,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Anali­tica,1572,24,1188,21,https://scholar.google.com/citations?user=8zT2PpgAAAAJ&hl=es
202,David Alejandro Pelta Mochcovsky,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,1570,18,847,14,https://scholar.google.com/citations?user=wrFCypcAAAAJ&hl=es
203,Francisco Perfectti Alvarez,Ciencias Biologicas,Biologi­a,Geni©tica,1570,24,1076,19,https://scholar.google.com/citations?user=ZYKvJQcAAAAJ&hl=es
204,Pilar Aranda Ramirez,Ciencias de la Salud,Farmacia,Fisiologi­a,1557,23,740,14,https://scholar.google.com/citations?user=IMZmCwUAAAAJ&hl=es
205,Manuel Arroyo Morales,Ciencias de la Salud,Ciencias de la Salud,Fisioterapia,1546,22,1456,22,https://scholar.google.com/citations?user=5MLlxuwAAAAJ&hl=es
206,Beatriz Ibarra Molero,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Fi­sica,1534,19,502,13,https://scholar.google.com/citations?user=7Jt_SQgAAAAJ&hl=es
207,Carmen Zamora Muñoz,Ciencias Biologicas,Biologi­a,Zoologi­a,1532,21,825,15,https://scholar.google.com/citations?user=wk2Py8gAAAAJ&hl=es
208,Antonio Garcia Casco,Ciencias Exactas y Naturales,Ciencias de la Tierra,Mineralogi­a y Petrologi­a,1530,22,904,18,https://scholar.google.com/citations?user=4k2VN5UAAAAJ&hl=es
209,Jesus Gonzalez Peñalver,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,1525,21,576,14,https://scholar.google.com/citations?user=iE3Tg5AAAAAJ&hl=es
210,Isabel Reche Cañabate,Ciencias Exactas y Naturales,Ciencias de la Tierra,Ecologi­a,1519,24,873,18,https://scholar.google.com/citations?user=mEfmVgMAAAAJ&hl=es
211,Pedro Angel Castillo Valdivieso,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,1504,18,752,14,https://scholar.google.com/citations?user=z91L34wAAAAJ&hl=es
212,Cruz Miguel Cendan Marti­nez,Ciencias de la Salud,Farmacia,Farmacologi­a,1488,17,1107,16,https://scholar.google.com/citations?user=LptM6JAAAAAJ&hl=es
213,Juan Carlos Cubero Talavera,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,1483,19,480,12,https://scholar.google.com/citations?user=QhbBCp4AAAAJ&hl=es
214,Agustin Francisco Perez Cadenas,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Inorganica,1482,23,1033,18,https://scholar.google.com/citations?user=x4cwF2UAAAAJ&hl=es
215,Carlota Escutia Dotti,Ciencias Exactas y Naturales,Ciencias de la Tierra,Geodinamica,1453,22,846,16,https://scholar.google.com/citations?user=EuYjgxcAAAAJ&hl=es
216,Maria Dolores Mesa Garcia,Ciencias de la Salud,Farmacia,Bioqui­mica y Biologi­a Molecular - Farmacia,1452,19,777,14,https://scholar.google.com/citations?user=UQnqod4AAAAJ&hl=es
217,Maria Jesus Gallego Arrufat,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica y Organizacion Escolar,1436,21,623,15,https://scholar.google.com/citations?user=v7oWURQAAAAJ&hl=es
218,Juan B Roldan Aranda,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,1430,21,560,12,https://scholar.google.com/citations?user=Yn-1xXgAAAAJ&hl=es
219,Francisco Javier Perales Palacios,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de las Ciencias Experimentales,1429,18,763,14,https://scholar.google.com/citations?user=Vfhl7LwAAAAJ&hl=es
220,Enrique Fernando Hita Villaverde,Ciencias Exactas y Naturales,Fi­sica,i“ptica,1415,20,505,12,https://scholar.google.com/citations?user=9N_6XHYAAAAJ&hl=es
221,Francisco Rodriguez Fernandez,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Teori­a e Historia Economica,1413,17,950,15,https://scholar.google.com/citations?user=-nwcl3oAAAAJ&hl=es
222,Julio Jose Ochoa Herrera,Ciencias de la Salud,Medicina,Fisiologi­a,1405,24,685,17,https://scholar.google.com/citations?user=in-xqTIAAAAJ&hl=es
223,Jose Rafael Justicia Ladron De Guevara,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Organica,1404,20,841,16,https://scholar.google.com/citations?user=ZdhrpfkAAAAJ&hl=es
224,Maria Angeles Ocete Dorrinsoro,Ciencias de la Salud,Farmacia,Farmacologi­a,1401,14,497,11,https://scholar.google.com/citations?user=bqNBoocAAAAJ&hl=es
225,Fernando Nieto Garcia,Ciencias Exactas y Naturales,Ciencias de la Tierra,Mineralogi­a y Petrologi­a,1383,22,600,14,https://scholar.google.com/citations?user=8Wt87iYAAAAJ&hl=es
226,Angel Orte Gutierrez,Ciencias de la Salud,Farmacia,Fisicoqui­mica,1375,19,1135,17,https://scholar.google.com/citations?user=awlj93IAAAAJ&hl=es
227,Juan Miguel Medina Rodriguez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,1372,19,406,11,https://scholar.google.com/citations?user=P8Wx-YwAAAAJ&hl=es
228,Blanca Biel Ruiz,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,1359,12,847,11,https://scholar.google.com/citations?user=hsmFFWMAAAAJ&hl=es
229,Miguel Angel Cuadros Ojeda,Ciencias Biologicas,Biologi­a,Biologi­a Celular,1358,21,565,12,https://scholar.google.com/citations?user=TqKaFNwAAAAJ&hl=es
230,Jose Sandoval Gabarron,Ciencias Exactas y Naturales,Ciencias de la Tierra,Estratigrafi­a y Paleontologi­a,1356,20,511,12,https://scholar.google.com/citations?user=iBue0_AAAAAJ&hl=es
231,Manuel Amezcua Martinez,Ciencias de la Salud,Ciencias de la Salud,Enfermeri­a,1342,16,669,10,https://scholar.google.com/citations?user=CZZNZ7MAAAAJ&hl=es
232,Maria Del Carmen Comas Minondo,Ciencias Exactas y Naturales,Ciencias de la Tierra,Geodinamica,1334,16,541,12,https://scholar.google.com/citations?user=LtuYIm0AAAAJ&hl=es
233,Juan Carlos Angulo Ibañez,Ciencias Exactas y Naturales,Fi­sica,"Fi­sica Atomica, Molecular y Nuclear",1325,21,668,14,https://scholar.google.com/citations?user=ZifqnMMAAAAJ&hl=es
234,Luca Donetti,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,1320,15,746,12,https://scholar.google.com/citations?user=DPKXAGQAAAAJ&hl=es
235,Maria Jose Martin Bautista,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,1315,21,458,11,https://scholar.google.com/citations?user=zvP-X6oAAAAJ&hl=es
236,Almudena Rivadeneyra Torres,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,1312,21,692,16,https://scholar.google.com/citations?user=kBh4KiIAAAAJ&hl=es
237,Alberto Jose Palma Lopez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,1311,20,897,17,https://scholar.google.com/citations?user=J4jKMjsAAAAJ&hl=es
238,Raul Baños Navarro,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,1309,16,1110,15,https://scholar.google.com/citations?user=E2s4wLMAAAAJ&hl=es
239,Antonio Miguel Peinado Herreros,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,"Teori­a de la Señal, Telematica y Comunicaciones",1305,16,597,12,https://scholar.google.com/citations?user=fV1Z9LkAAAAJ&hl=es
240,Jorge Jimenez Vicente,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Teorica y del Cosmos,1290,16,742,10,https://scholar.google.com/citations?user=NRMLZksAAAAJ&hl=es
241,Alberto Martin Molina,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,1279,23,761,18,https://scholar.google.com/citations?user=ihuRDogAAAAJ&hl=es
242,Palma Chillon Garzon,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,1274,20,1170,20,https://scholar.google.com/citations?user=RSltLL8AAAAJ&hl=es
243,Hassan Lyamani,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,1268,18,1057,17,https://scholar.google.com/citations?user=YqzFgjoAAAAJ&hl=es
244,Maria Pinto Molina,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,1267,20,585,14,https://scholar.google.com/citations?user=LTyqhDQAAAAJ&hl=es
245,Presentacion Carrillo Lechuga,Ciencias Exactas y Naturales,Ciencias de la Tierra,Ecologi­a,1262,19,521,14,https://scholar.google.com/citations?user=O41MpkwAAAAJ&hl=es
246,Antonio Gabriel Lopez Herrera,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,1254,17,887,16,https://scholar.google.com/citations?user=3zoQAYkAAAAJ&hl=es
247,F Javier Garcia Castaño,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,1253,15,526,11,https://scholar.google.com/citations?user=OXpxI8EAAAAJ&hl=es
