Posicion,Nombre,Rama,Disciplina,Especialidad,Citas,Indice h,Citas (ultimos 5 años),Indice h (ultimos 5 años),Perfil
1143,Jeronimo Morales Cabezas,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Lengua y la Literatura,22,3,16,3,https://scholar.google.com/citations?user=Ucz-89UAAAAJ&hl=es
1144,Pablo David Gutierrez Perez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,22,2,22,2,https://scholar.google.com/citations?user=UHSZfioAAAAJ&hl=es
1145,Rafael Marfil Carmona,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,21,3,21,3,https://scholar.google.com/citations?user=k6n-XL8AAAAJ&hl=es
1146,Antonio San Marti­n Pizarro,Ciencias Humanas y Artes,Traduccion e Interpretacion,Traduccion e Interpretacion,21,4,20,4,https://scholar.google.com/citations?user=rwwgjnIAAAAJ&hl=es
1147,Juan Miguel Alcantara Pilar,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Comercializacion e Investigacion de Mercados,21,2,21,2,https://scholar.google.com/citations?user=xw9GJFwAAAAJ&hl=es
1148,Manuel Ortega Caballero,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Pedagogi­a,21,1,17,1,https://scholar.google.com/citations?user=ZPdfyWAAAAAJ&hl=es
1149,Carmen Ramirez Hurtado,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Expresion Musical Plastica y Corporal,20,2,17,2,https://scholar.google.com/citations?user=_mDnb9sAAAAJ&hl=es
1150,Francisco Jose Martinez Moreno,Ciencias Exactas y Naturales,Ciencias de la Tierra,Geodinamica,20,2,20,2,https://scholar.google.com/citations?user=2HoVqKAAAAAJ&hl=es
1151,Pablo Martinez Cañada,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,20,2,20,2,https://scholar.google.com/citations?user=FNb-uCQAAAAJ&hl=es
1152,Elisa Legeren Alvarez,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,20,2,7,2,https://scholar.google.com/citations?user=yUUNhiUAAAAJ&hl=es
1153,Andres Bernardo Fernandez Revelles,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,19,3,15,2,https://scholar.google.com/citations?user=jJ8U20UAAAAJ&hl=es
1154,Ana Maria Gomez Roman,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia del Arte,19,2,5,1,https://scholar.google.com/citations?user=9WsxMFYAAAAJ&hl=es
1155,Ana Maria Ramos Garcia,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Lengua y la Literatura,19,3,18,3,https://scholar.google.com/citations?user=g_-EpnkAAAAJ&hl=es
1156,Pablo J Martin Rodriguez,Ciencias Sociales y Juri­dicas,Derecho,Derecho Internacional Publico y Relaciones Internacionales,19,2,13,2,https://scholar.google.com/citations?user=zeIOeVgAAAAJ&hl=es
1157,Gabriel Cabello Padial,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia del Arte,18,2,8,2,https://scholar.google.com/citations?user=2N6WIbUAAAAJ&hl=es
1158,Maria Garcia Caracuel,Ciencias Sociales y Juri­dicas,Derecho,Derecho Financiero y Tributario,18,3,12,3,https://scholar.google.com/citations?user=63RbiikAAAAJ&hl=es
1159,Juan Antonio Fernandez Bernat,Ciencias Sociales y Juri­dicas,Derecho,Derecho del Trabajo y de la Seguridad Social,18,3,13,3,https://scholar.google.com/citations?user=FjyPYSsAAAAJ&hl=es
1160,Francisco Antonio Navarro Valverde,Ciencias Humanas y Artes,Filosofi­a y Letras,Geografi­a Humana,18,3,15,3,https://scholar.google.com/citations?user=jsx7G9YAAAAJ&hl=es
1161,Maria Jesus Garcia-Torres Fernandez,Ciencias Sociales y Juri­dicas,Derecho,Derecho Financiero y Tributario,18,3,13,2,https://scholar.google.com/citations?user=A7NV-pYAAAAJ&hl=es
1162,Manuel Carpio Martinez,Ingenieri­a y Tecnologi­a,"Ingenieri­a de Caminos, Canales y Puertos",Ingenieri­a Civil,18,3,18,3,https://scholar.google.com/citations?user=PB--BSMAAAAJ&hl=es
1163,Dafina Petrova,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,18,2,18,2,https://scholar.google.com/citations?user=Qr6AGkAAAAAJ&hl=es
1164,Jose Luis Villena Higueras,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica y Organizacion Escolar,17,3,10,2,https://scholar.google.com/citations?user=j7LS6PoAAAAJ&hl=es
1165,Juan Manuel Martin Garcia,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia del Arte,17,2,7,1,https://scholar.google.com/citations?user=ko6e5a8AAAAJ&hl=es
1166,Mari­a Inmaculada Ramos Tapia,Ciencias Sociales y Juri­dicas,Derecho,Derecho Penal,17,3,9,2,https://scholar.google.com/citations?user=fuqxTFoAAAAJ&hl=es
1167,Ana Nieves Millan Reyes,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,17,3,11,2,https://scholar.google.com/citations?user=O2BvZh0AAAAJ&hl=es
1168,Maria Dolores Huete Morales,Ciencias Exactas y Naturales,Matematicas,Estadi­stica e Investigacion Operativa,17,2,16,2,https://scholar.google.com/citations?user=PvghMfgAAAAJ&hl=es
1169,Javier Valls Prieto,Ciencias Sociales y Juri­dicas,Derecho,Derecho Penal,17,3,12,3,https://scholar.google.com/citations?user=oRV-s8kAAAAJ&hl=es
1170,Nuria Calet,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Evolutiva y de la Educacion,17,2,16,2,https://scholar.google.com/citations?user=Se3GnFMAAAAJ&hl=es
1171,Francisco Javier Duran Ruiz,Ciencias Sociales y Juri­dicas,Derecho,Derecho Administrativo,17,2,13,1,https://scholar.google.com/citations?user=UPQM9WwAAAAJ&hl=es
1172,Roberto Magan Carrion,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,"Teori­a de la Señal, Telematica y Comunicaciones",17,3,17,3,https://scholar.google.com/citations?user=xJdPMqgAAAAJ&hl=es
1173,Elena Sanchez Lopez,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,17,2,16,2,https://scholar.google.com/citations?user=zYRAuE4AAAAJ&hl=es
1174,Francisco Javier Esquivel Sanchez,Ciencias Exactas y Naturales,Matematicas,Estadi­stica e Investigacion Operativa,16,2,16,2,https://scholar.google.com/citations?user=8qKfXaAAAAAJ&hl=es
1175,Amador Garcia Ramos,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,16,3,16,3,https://scholar.google.com/citations?user=AfVvebYAAAAJ&hl=es
1176,Guillermo Garcia-Contreras Ruiz,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia Medieval y Ciencias y Ti©cnicas Historiograficas,16,3,11,2,https://scholar.google.com/citations?user=ChY0mFcAAAAJ&hl=es
1177,Pedro Enrique Barrilao Gonzalez,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Aplicada,16,2,8,2,https://scholar.google.com/citations?user=Bcn2H24AAAAJ&hl=es
1178,Maria Jose Sanchez Montes,Ciencias Humanas y Artes,Filosofi­a y Letras,Lingi¼i­stica General y Teori­a de la Literatura,16,2,8,2,https://scholar.google.com/citations?user=lEUUeJIAAAAJ&hl=es
1179,Enrique De La Fuente Gutierrez,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,16,2,16,2,https://scholar.google.com/citations?user=pcqcDecAAAAJ&hl=es
1180,Manuel Herrador Colmenero,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,16,3,16,3,https://scholar.google.com/citations?user=WxllidEAAAAJ&hl=es
1181,Maria Del Mar Morales Hevia,Ciencias de la Salud,Medicina,Anatomi­a y Embriologi­a Humana,15,1,6,1,https://scholar.google.com/citations?user=Hw1IsxQAAAAJ&hl=es
1182,Giselle Garcia Hipola,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Ciencia Poli­tica y de la Administracion,15,2,15,2,https://scholar.google.com/citations?user=lgKVyuYAAAAJ&hl=es
1183,Maria Del Mar Lopez Martin,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Matematica,15,2,15,2,https://scholar.google.com/citations?user=rFM4iYwAAAAJ&hl=es
1184,Luis Miguel Sanchez Escolano,Ciencias Humanas y Artes,Filosofi­a y Letras,Analisis Geografico Regional y Geografi­a Fi­sica,15,3,12,2,https://scholar.google.com/citations?user=tlTySycAAAAJ&hl=es
1185,Alberto Arribas Lozano,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,14,2,14,2,https://scholar.google.com/citations?user=2EI3Z6QAAAAJ&hl=es
1186,Manuel Sanchez Rodriguez,Ciencias Humanas y Artes,Filosofi­a y Letras,"Filosofi­a Ciencia, Moral, Esti©tica y Teori­a Artes",14,2,13,2,https://scholar.google.com/citations?user=iGYqT4MAAAAJ&hl=es
1187,Iker Javier Bautista Sanchez,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,14,3,14,3,https://scholar.google.com/citations?user=LF3QMQwAAAAJ&hl=es
1188,Jose Agustin Garrido Alcazar,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,14,2,14,2,https://scholar.google.com/citations?user=tIN1f2QAAAAJ&hl=es
1189,Eva Maria Morales Rodriguez,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia Antigua,14,2,8,2,https://scholar.google.com/citations?user=Uk3g48UAAAAJ&hl=es
1190,Eladio Garvi Garcia,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,13,2,1,1,https://scholar.google.com/citations?user=1WvCym8AAAAJ&hl=es
1191,Lourdes Moreno Merida,Ciencias Exactas y Naturales,Matematicas,Analisis Matematico,13,2,13,2,https://scholar.google.com/citations?user=2y265DwAAAAJ&hl=es
1192,Rafael Reinoso Bellido,Ciencias Humanas y Artes,Arquitectura,Urbani­stica y Ordenacion del Territorio,13,2,8,2,https://scholar.google.com/citations?user=ewEYJd0AAAAJ&hl=es
1193,Marina Gonzalez Sanz,Ciencias Humanas y Artes,Filosofi­a y Letras,Lengua Española,13,2,11,2,https://scholar.google.com/citations?user=8ypqZ2EAAAAJ&hl=es
1194,M Carmen Alberdi Urquizu,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­a Francesa,13,2,13,2,https://scholar.google.com/citations?user=BLN_gH8AAAAJ&hl=es
1195,Amelia Diaz Perez De Madrid,Ciencias Sociales y Juri­dicas,Derecho,Derecho Internacional Publico y Relaciones Internacionales,13,1,9,1,https://scholar.google.com/citations?user=SKbom3MAAAAJ&hl=es
1196,Maria Sofia Martinez Garcia,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,13,2,13,2,https://scholar.google.com/citations?user=snLmgR4AAAAJ&hl=es
1197,Erika Gonzalez Garcia,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Pedagogi­a,13,3,12,2,https://scholar.google.com/citations?user=wq0c1VcAAAAJ&hl=es
1198,Rafael Cabañas De Paz,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,12,2,12,2,https://scholar.google.com/citations?user=5ApYDHcAAAAJ&hl=es
1199,Guadalupe Romero Sanchez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de las Ciencias Sociales,12,2,11,2,https://scholar.google.com/citations?user=gshj2nIAAAAJ&hl=es
1200,Fernando Campos Sanchez,Ciencias de la Salud,Medicina,Histologi­a,12,2,12,2,https://scholar.google.com/citations?user=BIgGBokAAAAJ&hl=es
1201,Jose Sanchez Perez,Ciencias Sociales y Juri­dicas,Derecho,Derecho del Trabajo y de la Seguridad Social,12,2,12,2,https://scholar.google.com/citations?user=q47INsEAAAAJ&hl=es
1202,Pablo Villegas Gongora,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,12,1,12,1,https://scholar.google.com/citations?user=YZl2gXsAAAAJ&hl=es
1203,Antonio Magan Fernandez,Ciencias de la Salud,Odontologi­a,Estomatologi­a,11,2,10,2,https://scholar.google.com/citations?user=cSzFgl4AAAAJ&hl=es
1204,Maria Eduarda Espinosa Spinola,Ciencias Sociales y Juri­dicas,Trabajo Social,Trabajo Social y Servicios Sociales,11,2,7,2,https://scholar.google.com/citations?user=FbGLv9sAAAAJ&hl=es
1205,Hector Rieiro Tome,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,11,2,11,2,https://scholar.google.com/citations?user=ixy4gsEAAAAJ&hl=es
1206,Celia Romo Peña,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,11,2,11,2,https://scholar.google.com/citations?user=BdHWC3YAAAAJ&hl=es
1207,Carlos Castro Castro,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,11,2,3,1,https://scholar.google.com/citations?user=n362rUoAAAAJ&hl=es
1208,Enrique Javier Vercher Garcia,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­a Griega y Filologi­a Eslava,11,2,7,1,https://scholar.google.com/citations?user=NQu7QpkAAAAJ&hl=es
1209,Eva Maria Aguaded Ramirez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Mi©todos de Investigacion y Diagnostico en Educacion,11,2,9,2,https://scholar.google.com/citations?user=Os4l8qYAAAAJ&hl=es
1210,Jose Antonio Marin Marin,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica y Organizacion Escolar,11,2,11,2,https://scholar.google.com/citations?user=Q77CrwsAAAAJ&hl=es
1211,Lidia Bocanegra Barbecho,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia Contemporanea,11,2,8,1,https://scholar.google.com/citations?user=rPYTNiQAAAAJ&hl=es
1212,Fadi Amroush,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Teori­a e Historia Economica,10,2,8,2,https://scholar.google.com/citations?user=_2fuc-UAAAAJ&hl=es
1213,Rocio Perez Campaña,Ciencias Humanas y Artes,Arquitectura,Urbani­stica y Ordenacion del Territorio,10,2,9,2,https://scholar.google.com/citations?user=1H9Gv38AAAAJ&hl=es
1214,Joan Paul Pozuelos Lopez,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,10,1,10,1,https://scholar.google.com/citations?user=6u_mWlAAAAAJ&hl=es
1215,Maria Inmaculada Perez Toro,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Inorganica,10,2,7,2,https://scholar.google.com/citations?user=N8W1IvsAAAAJ&hl=es
1216,Elvira Molina Fernandez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica y Organizacion Escolar,10,2,7,2,https://scholar.google.com/citations?user=oj3zAD4AAAAJ&hl=es
1217,Maria Elena Oliver Saiz,Ingenieri­a y Tecnologi­a,"Ingenieri­a de Caminos, Canales y Puertos",Mecanica de Estructuras e Ingenieri­a Hidraulica,10,2,10,2,https://scholar.google.com/citations?user=Qbf61yIAAAAJ&hl=es
1218,Enrique Molina Martin,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,10,2,4,1,https://scholar.google.com/citations?user=SLOMWHkAAAAJ&hl=es
1219,Ana Mellado Garcia,Ciencias Biologicas,Biologi­a,Ecologi­a,10,2,10,2,https://scholar.google.com/citations?user=X2iWaz8AAAAJ&hl=es
1220,Luis Ignacio Monchon Lopez,Ciencias Sociales y Juri­dicas,Derecho,Derecho Financiero y Tributario,9,2,6,2,https://scholar.google.com/citations?user=c2p-ed0AAAAJ&hl=es
1221,Tatiana Chaikhieva Trofimova,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­a Griega y Filologi­a Eslava,9,2,2,1,https://scholar.google.com/citations?user=JQ75BBsAAAAJ&hl=es
1222,Maria Dolores Martin-Lagos Lopez,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Sociologi­a,9,1,8,1,https://scholar.google.com/citations?user=k0aFdn8AAAAJ&hl=es
1223,Roser Manzanera Ruiz,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Sociologi­a,9,2,9,2,https://scholar.google.com/citations?user=mK3_QTEAAAAJ&hl=es
1224,Ana Ruiz Gutierrez,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia del Arte,9,2,3,1,https://scholar.google.com/citations?user=pkbitisAAAAJ&hl=es
1225,Mari­a Dolores Rodri­guez Gomez,Ciencias Humanas y Artes,Filosofi­a y Letras,Estudios Semi­ticos,9,2,9,2,https://scholar.google.com/citations?user=PXDCxPEAAAAJ&hl=es
1226,Mercedes Soto Moya,Ciencias Sociales y Juri­dicas,Derecho,Derecho Internacional Privado e Historia del Derecho,9,2,8,2,https://scholar.google.com/citations?user=qCnK5rAAAAAJ&hl=es
1227,Maria Belen De Rueda Villen,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,8,2,6,2,https://scholar.google.com/citations?user=_NO9dd0AAAAJ&hl=es
1228,Maria-Eva Fernandez Baquero,Ciencias Sociales y Juri­dicas,Derecho,Derecho Mercantil y Derecho Romano,8,1,7,1,https://scholar.google.com/citations?user=29dx-zwAAAAJ&hl=es
1229,Gracia Gonzalez Gijon,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Pedagogi­a,8,2,8,2,https://scholar.google.com/citations?user=hwYdXlIAAAAJ&hl=es
1230,Maria De Los Reyes Gonzalez Vida,Ciencias Humanas y Artes,Bellas Artes,Pintura,8,1,8,1,https://scholar.google.com/citations?user=9wamtwgAAAAJ&hl=es
1231,Eladio Mateos Miera,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,8,1,1,1,https://scholar.google.com/citations?user=FX8hrtIAAAAJ&hl=es
1232,Maria Asuncion Jimenez Grande,Ciencias Exactas y Naturales,Matematicas,Geometri­a y Topologi­a,8,2,8,2,https://scholar.google.com/citations?user=OB_J_9oAAAAJ&hl=es
1233,Maria Victoria Peinado Espinosa,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,8,2,8,2,https://scholar.google.com/citations?user=p0TcuIUAAAAJ&hl=es
1234,Maria Concepcion Perez Villalobos,Ciencias Sociales y Juri­dicas,Derecho,Derecho Constitucional,8,1,7,1,https://scholar.google.com/citations?user=Q0dLu-MAAAAJ&hl=es
1235,Juan Antonio Rubio Mondejar,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Teori­a e Historia Economica,8,1,8,1,https://scholar.google.com/citations?user=t8gATk0AAAAJ&hl=es
1236,Jan-Hendrik Opdenhoff,Ciencias Humanas y Artes,Traduccion e Interpretacion,Traduccion e Interpretacion,8,2,8,2,https://scholar.google.com/citations?user=XzpQ9xcAAAAJ&hl=es
1237,Francisco Jose Gimenez Rodriguez,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia y Ciencias de la Musica,7,2,4,1,https://scholar.google.com/citations?user=8o7RxG0AAAAJ&hl=es
1238,Olmo Leon Cadahi,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,7,2,7,2,https://scholar.google.com/citations?user=FCLSNvIAAAAJ&hl=es
1239,Consuelo Martin Vega,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,7,1,2,1,https://scholar.google.com/citations?user=qkYgYu0AAAAJ&hl=es
1240,Daniel J Garci­a Lopez,Ciencias Sociales y Juri­dicas,Derecho,Filosofi­a del Derecho,7,2,7,2,https://scholar.google.com/citations?user=QTdoQRcAAAAJ&hl=es
1241,Manuel Moreno Alcaide,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,7,2,7,2,https://scholar.google.com/citations?user=UTzkTZYAAAAJ&hl=es
1242,Carmen Almagro Martin,Ciencias Sociales y Juri­dicas,Derecho,Derecho Financiero y Tributario,7,1,6,1,https://scholar.google.com/citations?user=V-uIW5YAAAAJ&hl=es
1243,Mari­a Marti­nez Rojas,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,7,2,7,2,https://scholar.google.com/citations?user=Wj56OV0AAAAJ&hl=es
1244,Juan Francisco Navas Pi©rez,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,7,2,7,2,https://scholar.google.com/citations?user=X4AUsNwAAAAJ&hl=es
1245,Ignacio Moya Rami­rez,Ciencias Exactas y Naturales,Qui­mica,Ingenieri­a Qui­mica,7,2,7,2,https://scholar.google.com/citations?user=Xhc7NOUAAAAJ&hl=es
1246,Eva Maria Gomez Jimenez,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­as Inglesa y Alemana,7,2,7,2,https://scholar.google.com/citations?user=ZTtZkZ8AAAAJ&hl=es
1247,David Martin Lopez,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia del Arte,6,1,5,1,https://scholar.google.com/citations?user=8EkJTZoAAAAJ&hl=es
1248,Luca Sebastiani,Ciencias Sociales y Juri­dicas,Derecho,Derecho Penal,6,1,5,1,https://scholar.google.com/citations?user=06WQqzcAAAAJ&hl=es
1249,Tamara Espejo Garces,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Expresion Musical Plastica y Corporal,6,6,2,2,https://scholar.google.com/citations?user=e84ilQkAAAAJ&hl=es
1250,Pierangela Contini,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,6,1,6,1,https://scholar.google.com/citations?user=EhZMhlYAAAAJ&hl=es
1251,David Cabrera Manzano,Ciencias Humanas y Artes,Arquitectura,Urbani­stica y Ordenacion del Territorio,6,2,6,2,https://scholar.google.com/citations?user=g7MFfaAAAAAJ&hl=es
1252,Ramon Chacon Cuberos,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,6,2,6,2,https://scholar.google.com/citations?user=MC3CGhQAAAAJ&hl=es
